Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Batchelor, Jake",6,3,,6,,,,4.0,3.0,1.0,,3.0,,2.0,,,6.0,,,1.0,,1.0,84.0
25,"Chaplin, Troy",5,3,7,12,,,,2.0,3.0,,,,,,,7.0,4.0,1.0,,4.0,,,100.0
9,"Cotchin, Trent",16,7,6,22,1,,,6.0,2.0,5.0,6.0,1.0,2.0,,2.0,8.0,13.0,,,,1.0,,88.0
3,"Deledio, Brett",15,8,4,19,2,1.0,,3.0,2.0,2.0,2.0,1.0,2.0,,,7.0,11.0,2.0,2.0,2.0,1.0,,90.0
10,"Edwards, Shane",7,3,12,19,2,1.0,,3.0,,,5.0,3.0,,2.0,,11.0,9.0,2.0,2.0,1.0,,1.0,82.0
5,"Ellis, Brandon",19,8,9,28,1,,,5.0,7.0,1.0,1.0,2.0,1.0,1.0,,5.0,21.0,,,,1.0,,91.0
41,"Foley, Nathan",4,1,9,13,,,,7.0,1.0,,3.0,4.0,,2.0,,7.0,7.0,,,,,,71.0
39,"Gordon, Nathan",7,2,1,8,2,,,1.0,,3.0,,3.0,2.0,2.0,,6.0,4.0,,,1.0,1.0,1.0,91.0
24,"Griffiths, Ben",10,8,5,15,1,,5.0,1.0,,4.0,1.0,,2.0,,,6.0,11.0,2.0,1.0,4.0,,1.0,88.0
6,"Grigg, Shaun",6,2,8,14,,1.0,,3.0,2.0,2.0,2.0,,,,,4.0,10.0,,,1.0,,,87.0
2,"Grimes, Dylan",2,,4,6,,,,7.0,1.0,,,3.0,2.0,2.0,,4.0,3.0,,,1.0,,,77.0
14,"Houli, Bachar",13,4,5,18,1,,,4.0,5.0,4.0,,2.0,2.0,,,5.0,12.0,,,1.0,1.0,,86.0
20,"Maric, Ivan",12,6,4,16,1,1.0,22.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,,10.0,6.0,3.0,1.0,,,1.0,84.0
4,"Martin, Dustin",16,8,5,21,1,1.0,,4.0,1.0,1.0,1.0,2.0,1.0,,,4.0,17.0,,1.0,,,,78.0
26,"Miles, Anthony",16,6,12,28,,,,3.0,5.0,2.0,7.0,1.0,1.0,1.0,1.0,12.0,16.0,,,2.0,,,84.0
38,"Morris, Steven",4,1,1,5,,,,3.0,,2.0,,2.0,1.0,1.0,,1.0,4.0,,,1.0,,,84.0
1,"Newman, Chris",10,5,3,13,,,,1.0,3.0,4.0,1.0,1.0,1.0,,,3.0,9.0,,,2.0,,1.0,71.0
13,"Petterd, Ricky",12,6,7,19,,,1.0,4.0,3.0,3.0,2.0,,2.0,,,6.0,12.0,,,2.0,4.0,1.0,88.0
18,"Rance, Alex",9,4,3,12,,,,2.0,5.0,,,1.0,2.0,,,3.0,7.0,,,6.0,4.0,,99.0
8,"Riewoldt, Jack",12,9,3,15,2,3.0,,,,4.0,,,,,,4.0,11.0,1.0,3.0,1.0,,1.0,96.0
19 ↓,"Thomas, Matt",2,2,9,11,,,,2.0,,,,4.0,1.0,3.0,,2.0,8.0,,,,,,52.0
31 ↑,"Vlastuin, Nick",4,2,4,8,,,,1.0,1.0,2.0,,1.0,,1.0,,3.0,5.0,,,2.0,,1.0,31.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,98,121,328,14,11.0,28.0,70.0,46.0,45.0,34.0,37.0,24.0,18.0,3.0,118.0,206.0,11.0,10.0,32.0,13.0,9.0,
Opposition,Opposition,207,99,159,366,11,11.0,43.0,50.0,21.0,57.0,24.0,48.0,18.0,24.0,3.0,127.0,249.0,10.0,17.0,41.0,8.0,7.0,
