North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",23y 15d,70 (33-1-36 47.86%),64 (0.91),←,
30,"Chandler, Jeff",25y 90d,39 (23-1-15 60.26%),4 (0.10),←,
27,"Crocker, Darren",24y 76d,70 (33-1-36 47.86%),44 (0.63),←,
12,"Dilena, Carl",24y 85d,28 (14-0-14 50.00%),16 (0.57),5 (4-0-1 80.00%),1 (0.20)
6,"Fairley, Ian",26y 265d,114 (56-2-56 50.00%),138 (1.21),←,
31,"Gallagher, Michael",25y 32d,40 (27-1-12 68.75%),23 (0.57),24 (17-0-7 70.83%),6 (0.25)
29,"German, Peter",26y 128d,134 (67-3-64 51.12%),160 (1.19),←,
26,"Harris, Darren",25y 297d,49 (23-1-25 47.96%),25 (0.51),←,
9,"Larkin, Matthew",26y 295d,136 (71-3-62 53.31%),122 (0.90),←,
35,"Longmire, John",20y 161d,59 (27-1-31 46.61%),174 (2.95),←,
4,"Martyn, Mick",22y 283d,65 (31-1-33 48.46%),4 (0.06),←,
16,"McCarthy, John",24y 72d,71 (32-1-38 45.77%),75 (1.06),←,
25,"McDonald, Donald",29y 31d,137 (66-3-68 49.27%),147 (1.07),←,
36,"Romero, Jose",19y 313d,41 (22-0-19 53.66%),57 (1.39),←,
2,"Schwass, Wayne",22y 195d,54 (25-0-29 46.30%),26 (0.48),←,
24,"Sholl, Craig",23y 162d,32 (19-0-13 59.38%),6 (0.19),←,
15,"Smith, Ross",26y 127d,129 (59-2-68 46.51%),25 (0.19),←,
17,"Staritski, Justin",20y 335d,7 (5-0-2 71.43%),,←,
7,"Steele, Darren",25y 58d,95 (40-1-54 42.63%),27 (0.28),←,
10,"Stevens, Anthony",19y 343d,26 (12-0-14 46.15%),6 (0.23),←,
Totals,Totals,24y 40d,1396 (685-22-689 49.07%),1143 (0.82),,
C,"Schimmelbusch, Wayne",38y 142d,33 (19-0-14 57.58%),,←,
