Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
27,"Cameron, Clay",20y 347d,10 (2-0-8 20.00%),1 (0.10),←,
23,"Dixon, Charlie",24y 228d,52 (17-0-35 32.69%),64 (1.23),←,
34,"Glenn, Josh",21y 60d,2 (1-0-1 50.00%),1 (0.50),←,
33,"Hall, Aaron",24y 181d,49 (19-0-30 38.78%),46 (0.94),←,
14,"Hallahan, Mitch",22y 259d,9 (3-0-6 33.33%),3 (0.33),3 (0-0-3 0.00%),1 (0.33)
5,"Harbrow, Jarrod",26y 295d,152 (65-1-86 43.09%),46 (0.30),82 (25-0-57 30.49%),25 (0.30)
28,"Kolodjashnij, Kade",19y 273d,24 (8-0-16 33.33%),5 (0.21),←,
40,"Lemmens, Sean",20y 188d,23 (10-0-13 43.48%),5 (0.22),←,
37,"Lonergan, Jesse",20y 176d,15 (5-0-10 33.33%),2 (0.13),←,
19,"Lynch, Tom",22y 190d,65 (19-0-46 29.23%),91 (1.40),←,
44,"Miller, Touk",19y 76d,6 (1-0-5 16.67%),3 (0.50),←,
22,"Nicholls, Tom",23y 66d,18 (7-0-11 38.89%),3 (0.17),←,
10,"Prestia, Dion",22y 209d,79 (21-0-58 26.58%),25 (0.32),←,
29,"Raines, Andrew",29y 62d,124 (43-1-80 35.08%),15 (0.12),1 (0-0-1 0.00%),
35,"Rischitelli, Michael",29y 121d,184 (68-3-113 37.77%),81 (0.44),73 (19-0-54 26.03%),34 (0.47)
8,"Russell, Luke",23y 105d,57 (14-0-43 24.56%),23 (0.40),←,
42,"Saad, Adam",20y 290d,6 (1-0-5 16.67%),1 (0.17),←,
20,"Schade, Henry",21y 213d,2 (1-0-1 50.00%),,←,
6,"Sexton, Alex",21y 157d,29 (8-0-21 27.59%),13 (0.45),←,
26,"Shaw, Matt",23y 93d,77 (21-0-56 27.27%),28 (0.36),←,
2,"Smith, Zac",25y 76d,59 (12-0-47 20.34%),30 (0.51),←,
16,"Thompson, Rory",24y 58d,58 (17-0-41 29.31%),7 (0.12),←,
Totals,Totals,23y 20d,1100 (363-5-732 33.00%),493 (0.45),,
C,"Eade, Rodney",57y 35d,320 (170-4-146 53.75%),,6 (1-0-5 16.67%),
