Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
24,"Burton, Brett",31y 348d,174 (92-0-82 52.87%),262 (1.51),←,
8,"Cook, Myke",20y 190d,7 (2-0-5 28.57%),1 (0.14),←,
32,"Dangerfield, Patrick",20y 12d,27 (14-0-13 51.85%),28 (1.04),←,
16,"Davis, Phil",19y 230d,1 (0-0-1 0.00%),,←,
11,"Doughty, Michael",30y 255d,170 (102-0-68 60.00%),42 (0.25),←,
26,"Douglas, Richard",23y 70d,60 (32-0-28 53.33%),40 (0.67),←,
9,"Edwards, Tyson",33y 254d,315 (172-0-143 54.60%),190 (0.60),←,
36,"Goodwin, Simon",33y 112d,263 (148-0-115 56.27%),160 (0.61),←,
18,"Johncock, Graham",27y 178d,170 (96-0-74 56.47%),91 (0.54),←,
21,"Knights, Chris",23y 204d,72 (42-0-30 58.33%),54 (0.75),←,
14,"Mackay, David",21y 266d,43 (26-0-17 60.47%),11 (0.26),←,
20,"Maric, Ivan",24y 103d,53 (31-0-22 58.49%),22 (0.42),←,
23,"McLeod, Andrew",33y 256d,332 (181-0-151 54.52%),268 (0.81),←,
33,"Petrenko, Jared",20y 116d,13 (4-0-9 30.77%),6 (0.46),←,
40,"Porplyzia, Jason",25y 141d,71 (43-0-28 60.56%),114 (1.61),←,
3,"Reilly, Brent",26y 156d,117 (66-0-51 56.41%),42 (0.36),←,
25,"Rutten, Ben",26y 324d,130 (79-0-51 60.77%),6 (0.05),←,
46,"Schmidt, Chris",21y 28d,4 (0-1-3 12.50%),,2 (0-0-2 0.00%),
5,"Thompson, Scott",27y 34d,159 (91-0-68 57.23%),113 (0.71),120 (73-0-47 60.83%),96 (0.80)
4,"Tippett, Kurt",22y 344d,47 (25-0-22 53.19%),73 (1.55),←,
17,"Vince, Bernie",24y 197d,59 (35-0-24 59.32%),31 (0.53),←,
13,"Walker, Taylor",19y 357d,18 (8-0-10 44.44%),28 (1.56),←,
Totals,Totals,25y 140d,2305 (1289-1-1015 55.92%),1582 (0.69),,
C,"Craig, Neil",54y 96d,132 (79-0-53 59.85%),,←,
