Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
39,"Astbury, David",19y 51d,1 (0-0-1 0.00%),3 (3.00),←,
24,"Collins, Andrew",21y 152d,11 (3-0-8 27.27%),8 (0.73),←,
9,"Cotchin, Trent",20y 11d,29 (13-0-16 44.83%),12 (0.41),←,
43,"Dea, Matt",18y 187d,1 (0-0-1 0.00%),,←,
3,"Deledio, Brett",23y,110 (40-3-67 37.73%),90 (0.82),←,
10,"Edwards, Shane",21y 175d,51 (13-3-35 28.43%),29 (0.57),←,
15,"Farmer, Mitch",21y 104d,6 (0-0-6 0.00%),,3 (0-0-3 0.00%),
27,"Hislop, Tom",21y 315d,22 (3-1-18 15.91%),12 (0.55),15 (3-1-11 23.33%),10 (0.67)
23,"Jackson, Daniel",23y 358d,73 (20-2-51 28.77%),19 (0.26),←,
36,"Martin, Dustin",18y 296d,4 (0-0-4 0.00%),1 (0.25),←,
40,"Moore, Kelvin",26y 24d,69 (17-1-51 25.36%),11 (0.16),←,
20,"Morton, Mitch",23y 80d,54 (20-2-32 38.89%),93 (1.72),42 (14-2-26 35.71%),82 (1.95)
47,"Nason, Ben",20y 319d,4 (0-0-4 0.00%),3 (0.75),←,
37,"Post, Jayden",20y 134d,10 (2-1-7 25.00%),3 (0.30),←,
18,"Rance, Alex",20y 191d,17 (2-1-14 14.71%),1 (0.06),←,
8,"Riewoldt, Jack",21y 169d,50 (16-2-32 34.00%),65 (1.30),←,
5,"Simmonds, Troy",31y 279d,194 (85-1-108 44.07%),132 (0.68),90 (33-1-56 37.22%),66 (0.73)
30,"Tambling, Richard",23y 218d,99 (37-3-59 38.89%),59 (0.60),←,
44,"Taylor, Troy",18y 218d,1 (0-0-1 0.00%),1 (1.00),←,
21,"Tuck, Shane",28y 115d,112 (38-3-71 35.27%),53 (0.47),←,
29,"Vickery, Ty",19y 322d,13 (3-1-9 26.92%),6 (0.46),←,
35,"White, Matt",23y 3d,56 (20-3-33 38.39%),21 (0.38),←,
Totals,Totals,22y 53d,987 (332-27-628 33.64%),622 (0.63),,
C,"Hardwick, Damien",37y 243d,4 (0-0-4 0.00%),,←,
