Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 17d,239 (146-0-93 61.09%),131 (0.55),←,
27,"Baird, John",23y 304d,37 (20-1-16 55.41%),6 (0.16),←,
16,"Brown, Leigh",22y 47d,88 (33-1-54 38.07%),38 (0.43),25 (14-1-10 58.00%),18 (0.72)
2,"Colbert, Leigh",28y 308d,173 (100-2-71 58.38%),63 (0.36),68 (38-1-29 56.62%),13 (0.19)
24,"Firrito, Michael",20y 135d,5 (4-0-1 80.00%),1 (0.20),←,
6,"Grant, Shannon",26y 357d,195 (115-2-78 59.49%),216 (1.11),137 (83-1-53 60.95%),178 (1.30)
4,"Harris, Daniel",21y 336d,29 (16-1-12 56.90%),7 (0.24),←,
29,"Harvey, Brent",25y 332d,153 (94-1-58 61.76%),181 (1.18),←,
21,"Jones, Corey",23y 44d,41 (20-0-21 48.78%),45 (1.10),←,
34,"King, David",32y 34d,222 (138-1-83 62.39%),138 (0.62),←,
35,"Makepeace, Troy",25y 35d,87 (46-1-40 53.45%),20 (0.23),←,
5,"McKernan, Corey",30y 113d,226 (128-0-98 56.64%),297 (1.31),185 (122-0-63 65.95%),237 (1.28)
19,"Motlop, Daniel",22y 25d,25 (10-1-14 42.00%),25 (1.00),←,
20,"Petrie, Drew",21y 178d,44 (22-1-21 51.14%),42 (0.95),←,
17,"Porter, Mark",27y 182d,98 (51-1-46 52.55%),20 (0.20),43 (23-1-19 54.65%),7 (0.16)
3,"Rawlings, Brady",22y 305d,73 (44-0-29 60.27%),29 (0.40),←,
32,"Sansbury, Eddie",20y 136d,3 (3-0-0 100.00%),,←,
7,"Simpson, Adam",28y 54d,183 (116-1-66 63.66%),63 (0.34),←,
10,"Stevens, Anthony",32y 283d,275 (166-1-108 60.55%),123 (0.45),←,
12,"Stevens, Michael",23y 155d,24 (13-0-11 54.17%),4 (0.17),7 (5-0-2 71.43%),1 (0.14)
36,"Watt, Shannon",23y 136d,51 (27-1-23 53.92%),4 (0.08),←,
8,"Wells, Daniel",19y 67d,21 (13-1-7 64.29%),13 (0.62),←,
Totals,Totals,25y 47d,2292 (1325-17-950 57.81%),1466 (0.64),,
C,"Laidley, Dani",37y 14d,25 (14-1-10 58.00%),,←,
