Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",24y 57d,103 (40-0-63 38.83%),269 (2.61),←,
35,"Corr, Aidan",23y 11d,44 (17-0-27 38.64%),1 (0.02),←,
1,"Davis, Phil",26y 271d,106 (48-0-58 45.28%),6 (0.06),88 (37-0-51 42.05%),5 (0.06)
24,"de Boer, Matt",27y 79d,140 (80-1-59 57.50%),49 (0.35),2 (2-0-0 100.00%),1 (0.50)
4,"Greene, Toby",23y 245d,106 (41-0-65 38.68%),101 (0.95),←,
27,"Himmelberg, Harry",21y 20d,7 (6-0-1 85.71%),1 (0.14),←,
22,"Kelly, Josh",22y 105d,70 (38-0-32 54.29%),40 (0.57),←,
15,"Kennedy, Matthew",20y 52d,9 (6-0-3 66.67%),4 (0.44),←,
38,"Lloyd, Daniel",25y 99d,3 (3-0-0 100.00%),2 (0.67),←,
39,"Mohr, Tim",28y 221d,46 (7-0-39 15.22%),1 (0.02),←,
41,"Mumford, Shane",30y 327d,161 (106-2-53 66.46%),48 (0.30),61 (37-0-24 60.66%),9 (0.15)
12,"Patton, Jonathon",24y 8d,63 (30-0-33 47.62%),91 (1.44),←,
36,"Perryman, Harry",18y 160d,2 (2-0-0 100.00%),,←,
50,"Reid, Sam",27y 202d,38 (20-0-18 52.63%),18 (0.47),28 (14-0-14 50.00%),17 (0.61)
23,"Shaw, Heath",31y 182d,247 (152-2-93 61.94%),39 (0.16),74 (42-0-32 56.76%),2 (0.03)
5,"Shiel, Dylan",24y 80d,97 (39-0-58 40.21%),51 (0.53),←,
14,"Taranto, Tim",19y 120d,9 (7-0-2 77.78%),3 (0.33),←,
20,"Tomlinson, Adam",23y 291d,77 (26-0-51 33.77%),19 (0.25),←,
8,"Ward, Callan",27y 48d,177 (76-0-101 42.94%),87 (0.49),117 (44-0-73 37.61%),54 (0.46)
6,"Whitfield, Lachie",22y 314d,75 (31-0-44 41.33%),34 (0.45),←,
29,"Williams, Zac",22y 250d,63 (32-0-31 50.79%),16 (0.25),←,
16,"Wilson, Nathan",24y 141d,62 (33-0-29 53.23%),14 (0.23),←,
Totals,Totals,24y 182d,1705 (840-5-860 49.27%),894 (0.52),,
C,"Cameron, Leon",44y 268d,78 (42-0-36 53.85%),,←,
