Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",11,7.0,2.0,13,1.0,1.0,,1.0,,5.0,,4.0,,2.0,,4,8,2.0,,1.0,,1.0,93.0
35,"Corr, Aidan",15,4.0,3.0,18,,,,1.0,4.0,,,2.0,,,,1,10,,,7.0,,,77.0
16,"Daniels, Brent",9,5.0,6.0,15,,1.0,,4.0,,3.0,,3.0,2.0,1.0,,2,12,,,,,,76.0
1,"Davis, Phil",11,9.0,4.0,15,,,,,3.0,,,1.0,,1.0,,2,13,,,5.0,,,84.0
24,"de Boer, Matt",6,3.0,6.0,12,,1.0,,,,,,6.0,,3.0,,1,10,,,1.0,,,79.0
31,"Finlayson, Jeremy",1,1.0,,1,,,1.0,1.0,,,1.0,1.0,,1.0,,1,1,,,3.0,,,63.0
4,"Greene, Toby",14,5.0,9.0,23,,2.0,,4.0,,2.0,2.0,5.0,1.0,4.0,,6,16,,1.0,,,,86.0
19,"Haynes, Nick",21,15.0,3.0,24,,,,1.0,8.0,1.0,1.0,2.0,1.0,,,4,18,2.0,,4.0,4.0,,92.0
27,"Himmelberg, Harry",9,7.0,3.0,12,1.0,1.0,2.0,1.0,,2.0,,3.0,1.0,1.0,,3,9,1.0,2.0,4.0,,,92.0
2,"Hopper, Jacob",11,2.0,8.0,19,1.0,,,9.0,,4.0,4.0,4.0,,1.0,,8,11,,,1.0,,1.0,83.0
22,"Kelly, Josh",6,2.0,9.0,15,,,,6.0,,2.0,3.0,1.0,,,,4,12,,,1.0,,,77.0
40,"Kennedy, Adam",5,4.0,6.0,11,,,,4.0,,2.0,1.0,,1.0,,,4,8,,,1.0,,,71.0
38,"Lloyd, Daniel",6,1.0,9.0,15,,1.0,,1.0,,3.0,2.0,4.0,,2.0,,8,7,,,2.0,,1.0,76.0
41,"Mumford, Shane",2,,8.0,10,,,15.0,1.0,1.0,1.0,2.0,2.0,1.0,,,8,2,,,4.0,,,75.0
36,"Perryman, Harry",10,4.0,11.0,21,,,,3.0,4.0,2.0,1.0,3.0,,,,8,15,,,3.0,,,77.0
50,"Reid, Sam",5,2.0,7.0,12,,,,3.0,1.0,,1.0,2.0,,,,5,6,,,4.0,,,96.0
23,"Shaw, Heath",19,14.0,10.0,29,,,,3.0,6.0,2.0,2.0,2.0,2.0,1.0,,8,21,1.0,,5.0,3.0,,90.0
14,"Taranto, Tim",14,5.0,16.0,30,,,,7.0,3.0,4.0,5.0,4.0,3.0,1.0,,15,18,,,1.0,,,80.0
15,"Taylor, Sam",6,4.0,8.0,14,,,,1.0,4.0,,,2.0,1.0,,,6,8,1.0,,9.0,,,91.0
20,"Tomlinson, Adam",11,6.0,6.0,17,,,,,2.0,2.0,1.0,3.0,,1.0,,6,11,,,1.0,,,83.0
6,"Whitfield, Lachie",12,3.0,2.0,14,,,,1.0,5.0,2.0,3.0,3.0,,1.0,,4,9,,,1.0,,,91.0
29,"Williams, Zac",11,4.0,10.0,21,,,,5.0,1.0,3.0,3.0,4.0,,,,7,13,,1.0,,1.0,,68.0
Totals,Totals,215,107.0,146.0,361,3.0,7.0,18.0,57.0,42.0,40.0,32.0,61.0,13.0,20.0,,115,238,7.0,4.0,58.0,8.0,3.0,
Opposition,Opposition,223,113.0,138.0,361,17.0,12.0,42.0,53.0,37.0,59.0,35.0,49.0,20.0,13.0,,133,226,14.0,14.0,44.0,22.0,12.0,
