Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",16,7,3,19,1,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,
44,"Carlson, Darren",14,1,7,21,,,,1.0,,,,,3.0,,,,,,,,,,
4,"Gastev, John",8,5,10,18,2,,,1.0,,,,,1.0,2.0,,,,,,,,,
38,"Gibson, Michael",5,6,9,14,1,,,,,,,,,,,,,,,,,,
5,"Hardie, Brad",11,2,3,14,2,2.0,,,,,,,1.0,,,,,,,,,,
9,"Ishchenko, Alex",8,10,10,18,,,25.0,,,,,,,1.0,,,,,,,,,
41,"Kennedy, Matthew",2,1,2,4,,,,,,,,,,1.0,,,,,,,,,
36,"Kennedy, Michael",8,,6,14,,,,1.0,,,,,3.0,2.0,,,,,,,,,
17,"Leslie, Martin",12,4,6,18,,,,3.0,,,,,1.0,2.0,,,,,,,,,
7,"McIvor, Scott",8,3,10,18,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",7,4,1,8,,2.0,4.0,,,,,,,3.0,,,,,,,,,
28,"OBrien, Cameron",6,4,4,10,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
31,"OKeeffe, David",,,,,,,,,,,,,,,,,,,,,,,
8,"Richardson, Michael",12,5,8,20,,,,1.0,,,,,2.0,1.0,,,,,,,,,
27,"Roberts, Mark",11,3,6,17,,,2.0,,,,,,2.0,,,,,,,,,,
6,"Rowe, Brad",11,3,2,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Sim, Lachlan",10,2,9,19,2,,,1.0,,,,,1.0,,,,,,,,,,
2,"Williams, Mark",10,2,6,16,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
37,"Withers, Mark",11,4,9,20,,,,,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",19,5,6,25,,,,1.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,71,117,306,9,9.0,31.0,13.0,,,,,23.0,22.0,3.0,,,,,,,,
Opposition,Opposition,225,77,113,338,16,26.0,20.0,20.0,,,,,22.0,23.0,3.0,,,,,,,,
