Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",35y 11d,331 (178-2-151 54.08%),422 (1.27),221 (143-2-76 65.16%),298 (1.35)
30,"Atkins, Tom",23y 249d,9 (8-0-1 88.89%),2 (0.22),←,
46,"Blicavs, Mark",28y 58d,143 (96-2-45 67.83%),36 (0.25),←,
6,"Clark, Jordan",18y 221d,9 (8-0-1 88.89%),5 (0.56),←,
40,"Dahlhaus, Luke",26y 277d,164 (79-0-85 48.17%),116 (0.71),10 (9-0-1 90.00%),6 (0.60)
22,"Duncan, Mitch",27y 349d,190 (138-1-51 72.89%),137 (0.72),←,
28,"Fort, Darcy",25y 292d,2 (2-0-0 100.00%),3 (1.50),←,
29,"Guthrie, Cameron",26y 279d,147 (97-2-48 66.67%),44 (0.30),←,
26,"Hawkins, Tom",30y 308d,242 (175-2-65 72.73%),525 (2.17),←,
38,"Henry, Jack",20y 269d,31 (20-0-11 64.52%),8 (0.26),←,
11,"Kelly, Tim",24y 303d,33 (22-0-11 66.67%),32 (0.97),←,
8,"Kolodjashnij, Jake",23y 289d,80 (53-2-25 67.50%),,←,
32,"Miers, Gryan",20y 56d,10 (9-0-1 90.00%),11 (1.10),←,
42,"OConnor, Mark",22y 128d,17 (12-0-5 70.59%),1 (0.06),←,
3,"Parfitt, Brandan",21y 28d,43 (30-0-13 69.77%),24 (0.56),←,
34,"Parsons, James",22y 43d,32 (18-1-13 57.81%),25 (0.78),←,
23,"Rohan, Gary",27y 352d,116 (79-1-36 68.53%),116 (1.00),10 (9-0-1 90.00%),20 (2.00)
14,"Selwood, Joel",30y 364d,280 (208-1-71 74.46%),155 (0.55),←,
1,"Stanley, Rhys",28y 175d,124 (65-1-58 52.82%),80 (0.65),66 (44-1-21 67.42%),40 (0.61)
44,"Stewart, Tom",26y 71d,53 (36-0-17 67.92%),3 (0.06),←,
7,"Taylor, Harry",32y 347d,247 (183-2-62 74.49%),74 (0.30),←,
2,"Tuohy, Zach",29y 166d,172 (81-2-89 47.67%),56 (0.33),52 (33-1-18 64.42%),16 (0.31)
Totals,Totals,26y 45d,2475 (1597-19-859 64.53%),1875 (0.76),,
C,"Scott, Chris",43y 22d,200 (140-2-58 70.50%),,←,
