Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",22y 21d,68 (33-0-35 48.53%),30 (0.44),←,
5,"Broadbent, Matthew",20y 21d,13 (5-0-8 38.46%),4 (0.31),←,
20,"Brogan, Dean",31y 251d,161 (95-1-65 59.32%),47 (0.29),←,
27,"Carlile, Alipate",23y 114d,73 (32-0-41 43.84%),4 (0.05),←,
1,"Cassisi, Domenic",27y 334d,170 (92-1-77 54.41%),66 (0.39),←,
30,"Chaplin, Troy",24y 180d,100 (46-1-53 46.50%),9 (0.09),←,
18,"Cornes, Kane",27y 229d,205 (114-1-90 55.85%),80 (0.39),←,
33,"Ebert, Brett",26y 277d,138 (66-1-71 48.19%),206 (1.49),←,
17,"Gray, Robbie",22y 145d,45 (21-0-24 46.67%),68 (1.51),←,
45,"Hitchcock, Cameron",20y 50d,17 (6-0-11 35.29%),20 (1.18),←,
42,"Meyer, Danny",24y 19d,25 (12-0-13 48.00%),8 (0.32),8 (4-0-4 50.00%),1 (0.13)
26,"Moore, Andrew",19y 84d,6 (5-0-1 83.33%),,←,
22,"Nash, Jay",24y 244d,50 (18-1-31 37.00%),10 (0.20),7 (1-0-6 14.29%),
6,"Pearce, Danyle",24y 137d,114 (51-0-63 44.74%),67 (0.59),←,
15,"Rodan, David",26y 318d,149 (58-0-91 38.93%),115 (0.77),84 (39-0-45 46.43%),72 (0.86)
19,"Salter, Nick",23y 23d,15 (6-0-9 40.00%),12 (0.80),←,
28,"Schulz, Jay",25y 126d,86 (32-2-52 38.37%),91 (1.06),15 (8-0-7 53.33%),33 (2.20)
43,"Stewart, Daniel",21y 296d,10 (3-0-7 30.00%),8 (0.80),←,
14,"Stewart, Paul",23y 43d,37 (14-0-23 37.84%),2 (0.05),←,
21,"Thomas, Matt",23y 176d,48 (17-0-31 35.42%),13 (0.27),←,
12,"Trengove, Jackson",19y 293d,18 (6-0-12 33.33%),3 (0.17),←,
39,"Westhoff, Justin",23y 325d,68 (32-0-36 47.06%),92 (1.35),←,
Totals,Totals,23y 334d,1616 (764-8-844 47.28%),955 (0.59),,
C,"Primus, Matthew",35y 222d,6 (4-0-2 66.67%),,←,
