Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Aliir, Aliir",7,2,5,12,,,10.0,5.0,,3.0,4.0,2.0,3.0,2.0,,8.0,5.0,,,5.0,,,83.0
22,"Blakey, Nick",8,4,4,12,1,,,2.0,2.0,1.0,,3.0,1.0,2.0,,4.0,8.0,,,,,1.0,84.0
34,"Dawson, Jordan",19,8,6,25,,,,4.0,6.0,1.0,,3.0,1.0,1.0,,9.0,13.0,2.0,,3.0,1.0,1.0,85.0
13,"Florent, Oliver",11,5,5,16,,,,,1.0,3.0,3.0,2.0,1.0,1.0,,5.0,10.0,,,2.0,,,90.0
42,"Fox, Robbie",10,6,5,15,,,,4.0,1.0,1.0,,4.0,,2.0,,4.0,11.0,,,1.0,1.0,,85.0
23,"Franklin, Lance",13,10,1,14,4,2.0,,3.0,,5.0,,1.0,1.0,1.0,,7.0,8.0,3.0,6.0,,,,94.0
5,"Heeney, Isaac",11,5,6,17,,,,,2.0,3.0,,4.0,,1.0,,5.0,12.0,1.0,,3.0,,,84.0
29,"Hewett, George",10,3,12,22,,,,2.0,,4.0,4.0,3.0,,,,11.0,11.0,,,1.0,,1.0,77.0
15,"Jack, Kieren",5,2,6,11,1,,,2.0,1.0,3.0,,3.0,,,,5.0,7.0,,,1.0,,,77.0
12,"Kennedy, Josh",18,5,14,32,2,,,9.0,4.0,4.0,11.0,1.0,5.0,,3.0,15.0,17.0,,1.0,1.0,,,78.0
44,"Lloyd, Jake",19,6,9,28,,,,,9.0,,1.0,,,,,2.0,17.0,,,2.0,,,88.0
30,"McCartin, Tom",9,8,2,11,3,1.0,,1.0,1.0,2.0,,2.0,,1.0,,6.0,5.0,4.0,2.0,,,1.0,71.0
3,"McVeigh, Jarrad",4,5,7,11,1,,,1.0,1.0,1.0,,4.0,,2.0,,2.0,10.0,,1.0,2.0,,1.0,78.0
43,"Melican, Lewis",6,2,1,7,,,,2.0,1.0,,,3.0,2.0,,,3.0,3.0,,,6.0,,,88.0
2,"Menzel, Daniel",6,3,1,7,,1.0,,1.0,,1.0,,2.0,,,,1.0,6.0,1.0,,,,,67.0
14,"Mills, Callum",13,6,6,19,,,,4.0,3.0,2.0,1.0,3.0,,1.0,,5.0,12.0,1.0,,3.0,,,80.0
11,"Papley, Tom",10,5,6,16,2,1.0,,,,3.0,4.0,2.0,1.0,1.0,,6.0,10.0,,1.0,,,4.0,84.0
26,"Parker, Luke",15,4,13,28,2,,,5.0,2.0,4.0,4.0,7.0,2.0,7.0,2.0,11.0,18.0,1.0,2.0,2.0,,1.0,83.0
24,"Rampe, Dane",10,3,8,18,,,,2.0,6.0,1.0,,2.0,1.0,,,2.0,14.0,,,4.0,6.0,,96.0
20,"Reid, Sam",7,6,7,14,,1.0,9.0,1.0,,3.0,1.0,3.0,1.0,,,7.0,6.0,3.0,1.0,4.0,,1.0,87.0
25,"Ronke, Ben",12,8,3,15,,,,4.0,,6.0,,2.0,2.0,,,4.0,11.0,,1.0,1.0,,3.0,76.0
8,"Rowbottom, James",7,3,5,12,1,,,2.0,,,,,,,,5.0,7.0,,,1.0,,,67.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,109,132,362,17,7.0,19.0,54.0,40.0,51.0,33.0,56.0,21.0,22.0,5.0,127.0,221.0,16.0,15.0,42.0,8.0,14.0,
Opposition,Opposition,200,81,144,344,8,16.0,36.0,50.0,34.0,49.0,35.0,51.0,22.0,20.0,1.0,127.0,209.0,10.0,11.0,39.0,2.0,5.0,
