North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",27y 309d,204 (102-0-102 50.00%),44 (0.22),←,
16,"Bonar, Aiden",21y 132d,8 (3-0-5 37.50%),5 (0.63),2 (0-0-2 0.00%),
50,"Brown, Ben",27y 241d,128 (66-0-62 51.56%),286 (2.23),←,
14,"Dumont, Trent",25y 18d,89 (35-0-54 39.33%),25 (0.28),←,
22,"Goldstein, Todd",32y 17d,241 (121-1-119 50.41%),124 (0.51),←,
43,"Hall, Aaron",29y 252d,116 (36-1-79 31.47%),83 (0.72),13 (3-0-10 23.08%),7 (0.54)
37,"Hayden, Kyron",21y 41d,7 (2-0-5 28.57%),,←,
4,"Higgins, Shaun",32y 136d,227 (107-1-119 47.36%),221 (0.97),98 (49-0-49 50.00%),93 (0.95)
34,"Macmillan, Jamie",28y 299d,163 (82-0-81 50.31%),45 (0.28),←,
35,"Mahony, Jack",18y 249d,4 (0-0-4 0.00%),,←,
11,"McDonald, Luke",25y 160d,116 (59-0-57 50.86%),16 (0.14),←,
23,"McKay, Ben",22y 207d,5 (1-0-4 20.00%),,←,
17,"Pittard, Jasper",29y 108d,155 (78-0-77 50.32%),13 (0.08),29 (12-0-17 41.38%),2 (0.07)
13,"Polec, Jared",27y 280d,135 (71-0-64 52.59%),72 (0.53),29 (12-0-17 41.38%),17 (0.59)
8,"Scott, Bailey",20y 9d,7 (1-0-6 14.29%),5 (0.71),←,
12,"Simpkin, Jy",22y 135d,63 (27-0-36 42.86%),30 (0.48),←,
25,"Tarrant, Robbie",31y 84d,155 (74-0-81 47.74%),44 (0.28),←,
31,"Taylor, Curtis",20y 103d,9 (2-0-7 22.22%),5 (0.56),←,
19,"Walker, Josh",27y 249d,92 (39-1-52 42.93%),70 (0.76),7 (2-0-5 28.57%),1 (0.14)
2,"Williams, Marley",26y 362d,124 (61-0-63 49.19%),11 (0.09),56 (25-0-31 44.64%),5 (0.09)
32,"Wood, Mason",26y 309d,60 (30-0-30 50.00%),73 (1.22),←,
7,"Ziebell, Jack",29y 141d,215 (104-0-111 48.37%),163 (0.76),←,
Totals,Totals,26y 42d,2323 (1101-4-1218 47.40%),1335 (0.57),,
C,"Shaw, Rhyce",38y 276d,19 (9-0-10 47.37%),,←,
