Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 178d,64 (36-0-28 56.25%),97 (1.52),26 (18-0-8 69.23%),42 (1.62)
14,"Anderson, Brady",23y 287d,15 (10-0-5 66.67%),,←,
26,"Bell, Peter",23y 25d,76 (49-0-27 64.47%),69 (0.91),74 (49-0-25 66.22%),67 (0.91)
12,"Blakey, John",32y 245d,275 (141-0-134 51.27%),85 (0.31),140 (89-0-51 63.57%),47 (0.34)
16,"Capuano, Mathew",23y 205d,50 (36-0-14 72.00%),15 (0.30),←,
18,"Carey, Wayne",27y 303d,188 (114-0-74 60.64%),495 (2.63),←,
23,"Clayton, Shane",20y 153d,19 (2-0-17 10.53%),1 (0.05),1 (0-0-1 0.00%),
3,"Dhurrkay, Gary",25y 22d,52 (20-0-32 38.46%),47 (0.90),1 (0-0-1 0.00%),1 (1.00)
6,"Grant, Shannon",21y 341d,84 (50-1-33 60.12%),85 (1.01),26 (18-0-8 69.23%),47 (1.81)
29,"Harvey, Brent",20y 316d,42 (28-0-14 66.67%),44 (1.05),←,
34,"King, David",27y 19d,112 (72-0-40 64.29%),35 (0.31),←,
35,"Longmire, John",28y 85d,191 (98-1-92 51.57%),511 (2.68),←,
4,"Martyn, Mick",30y 207d,222 (128-1-93 57.88%),14 (0.06),←,
5,"McCartney, Jason",25y 12d,98 (49-0-49 50.00%),49 (0.50),23 (15-0-8 65.22%),1 (0.04)
31,"McKernan, Corey",25y 97d,115 (78-0-37 67.83%),125 (1.09),←,
28,"Pickett, Byron",21y 227d,27 (18-0-9 66.67%),,←,
13,"Pike, Martin",26y 132d,104 (42-0-62 40.38%),53 (0.51),44 (30-0-14 68.18%),13 (0.30)
8,"Scott, Robert",30y 25d,229 (139-1-89 60.92%),214 (0.93),97 (64-0-33 65.98%),50 (0.52)
24,"Sholl, Craig",31y 86d,201 (118-0-83 58.71%),120 (0.60),←,
7,"Simpson, Adam",23y 38d,66 (47-0-19 71.21%),30 (0.45),←,
10,"Stevens, Anthony",27y 267d,182 (110-0-72 60.44%),85 (0.47),←,
30,"Welsh, Scott",20y 109d,15 (8-0-7 53.33%),10 (0.67),←,
Totals,Totals,25y 170d,2427 (1393-4-1030 57.40%),2184 (0.90),,
C,"Pagan, Denis",51y 183d,146 (94-0-52 64.38%),,←,
