Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",26y 86d,94 (53-0-41 56.38%),55 (0.59),←,
32,"Dangerfield, Patrick",19y 70d,14 (8-0-6 57.14%),11 (0.79),←,
11,"Doughty, Michael",29y 313d,154 (94-0-60 61.04%),38 (0.25),←,
9,"Edwards, Tyson",32y 312d,301 (165-0-136 54.82%),187 (0.62),←,
21,"Knights, Chris",22y 262d,58 (34-0-24 58.62%),31 (0.53),←,
14,"Mackay, David",20y 324d,31 (20-0-11 64.52%),7 (0.23),←,
20,"Maric, Ivan",23y 161d,38 (23-0-15 60.53%),18 (0.47),←,
23,"McLeod, Andrew",32y 314d,316 (173-0-143 54.75%),259 (0.82),←,
2,"Moran, Brad",22y 258d,16 (8-0-8 50.00%),7 (0.44),13 (8-0-5 61.54%),7 (0.54)
22,"Otten, Andy",20y 30d,14 (8-0-6 57.14%),1 (0.07),←,
33,"Petrenko, Jared",19y 174d,9 (4-0-5 44.44%),4 (0.44),←,
40,"Porplyzia, Jason",24y 199d,56 (35-0-21 62.50%),83 (1.48),←,
3,"Reilly, Brent",25y 214d,103 (60-0-43 58.25%),41 (0.40),←,
25,"Rutten, Ben",26y 17d,114 (71-0-43 62.28%),5 (0.04),←,
12,"Shirley, Robert",29y 5d,142 (80-0-62 56.34%),27 (0.19),←,
27,"Stevens, Scott",27y 150d,112 (58-1-53 52.23%),74 (0.66),87 (48-0-39 55.17%),57 (0.66)
15,"Symes, Brad",24y 99d,44 (22-0-22 50.00%),5 (0.11),24 (14-0-10 58.33%),3 (0.13)
5,"Thompson, Scott",26y 92d,143 (83-0-60 58.04%),100 (0.70),104 (65-0-39 62.50%),83 (0.80)
4,"Tippett, Kurt",22y 37d,31 (17-0-14 54.84%),37 (1.19),←,
7,"van Berlo, Nathan",23y 8d,88 (53-0-35 60.23%),24 (0.27),←,
17,"Vince, Bernie",23y 255d,43 (27-0-16 62.79%),25 (0.58),←,
13,"Walker, Taylor",19y 50d,12 (7-0-5 58.33%),23 (1.92),←,
Totals,Totals,24y 222d,1933 (1103-1-829 57.06%),1062 (0.55),,
C,"Craig, Neil",53y 154d,116 (71-0-45 61.21%),,←,
