Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",25y 241d,130 (82-2-46 63.85%),53 (0.41),←,
7,"Cunningham, Harry",20y 287d,30 (23-0-7 76.67%),19 (0.63),←,
23,"Franklin, Lance",27y 232d,203 (126-1-76 62.32%),655 (3.23),21 (17-0-4 80.95%),75 (3.57)
37,"Goodes, Adam",34y 254d,350 (202-5-143 58.43%),437 (1.25),←,
39,"Grundy, Heath",28y 109d,163 (101-2-60 62.58%),23 (0.14),←,
4,"Hannebery, Dan",23y 207d,119 (77-2-40 65.55%),54 (0.45),←,
15,"Jack, Kieren",27y 83d,162 (98-3-61 61.42%),118 (0.73),←,
32,"Jetta, Lewis",25y 138d,102 (68-2-32 67.65%),85 (0.83),←,
12,"Kennedy, Josh",26y 91d,133 (85-2-46 64.66%),79 (0.59),120 (80-2-38 67.50%),75 (0.63)
44,"Lloyd, Jake",20y 364d,20 (18-0-2 90.00%),8 (0.40),←,
9,"Malceski, Nick",30y 35d,175 (116-2-57 66.86%),67 (0.38),←,
21,"McGlynn, Ben",29y 44d,143 (86-2-55 60.84%),164 (1.15),99 (63-2-34 64.65%),136 (1.37)
3,"McVeigh, Jarrad",29y 165d,243 (149-4-90 62.14%),172 (0.71),←,
26,"Parker, Luke",21y 329d,81 (55-1-25 68.52%),60 (0.74),←,
38,"Pyke, Mike",30y 179d,89 (57-1-31 64.61%),44 (0.49),←,
24,"Rampe, Dane",24y 109d,47 (33-1-13 71.28%),4 (0.09),←,
20,"Reid, Sam",22y 266d,75 (53-2-20 72.00%),78 (1.04),←,
25,"Richards, Ted",31y 251d,230 (140-4-86 61.74%),32 (0.14),197 (121-4-72 62.44%),13 (0.07)
16,"Rohan, Gary",23y 104d,42 (25-1-16 60.71%),29 (0.69),←,
2,"Shaw, Rhyce",32y 338d,212 (119-1-92 56.37%),43 (0.20),118 (71-1-46 60.59%),23 (0.19)
40,"Smith, Nick",26y 99d,120 (75-2-43 63.33%),9 (0.08),←,
8,"Tippett, Kurt",27y 134d,129 (72-0-57 55.81%),256 (1.98),25 (19-0-6 76.00%),68 (2.72)
Totals,Totals,26y 301d,2998 (1860-40-1098 62.04%),2489 (0.83),,
C,"Longmire, John",43y 262d,98 (67-2-29 69.39%),,←,
