Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",10,2,2,12,2,,,,1.0,3.0,3.0,1.0,,,,,,,,,,,
18,"Cameron, Leon",14,1,6,20,,,,,5.0,,,1.0,1.0,1.0,,,,,,,,,
26,"Cox, Simon",1,,2,3,,,,,,1.0,1.0,,,,,,,,,,,,
16,"Croft, Matthew",9,3,13,22,1,2.0,,1.0,,6.0,2.0,1.0,1.0,1.0,,,,,,,,,
11,"Curley, Todd",8,1,9,17,,,,3.0,3.0,4.0,1.0,,1.0,,,,,,,,,,
14,"Darcy, Luke",14,8,5,19,2,,2.0,1.0,2.0,3.0,3.0,,2.0,1.0,,,,,,,,,
28,"Dimattina, Paul",2,1,1,3,,,,,,2.0,,,,1.0,,,,,,,,,
4,"Garlick, Simon",14,1,13,27,,1.0,,3.0,1.0,5.0,7.0,2.0,2.0,2.0,,,,,,,,,
3,"Grant, Chris",15,7,6,21,2,2.0,,3.0,,3.0,,1.0,,1.0,,,,,,,,,
9,"Hudson, Paul",7,3,7,14,3,1.0,,,1.0,,,4.0,1.0,1.0,,,,,,,,,
6,"Johnson, Brad",10,1,9,19,,,,1.0,7.0,2.0,1.0,,1.0,,,,,,,,,,
2,"Kolyniuk, Steven",5,,4,9,1,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,
35,"Kretiuk, Steven",5,2,4,9,,,,,4.0,,,,,,,,,,,,,,
23,"Martin, Michael",7,2,3,10,1,,,1.0,,3.0,1.0,1.0,,1.0,,,,,,,,,
10,"Montgomery, Brett",8,3,6,14,,,,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,,
29,"Powell, Stephen",10,4,7,17,1,2.0,,,1.0,5.0,1.0,,1.0,1.0,,,,,,,,,
36,"Romero, Jose",10,3,22,32,,,,1.0,2.0,6.0,4.0,,3.0,,,,,,,,,,
5,"Smith, Rohan",13,8,8,21,5,2.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,
8,"Southern, Daniel",1,2,4,5,,,,,,,,,,,,,,,,,,,
7,"West, Scott",13,4,20,33,,,,3.0,3.0,6.0,1.0,2.0,5.0,1.0,2.0,,,,,,,,
24,"Wira, Brad",7,2,6,13,,,,1.0,3.0,1.0,,1.0,,,,,,,,,,,
15,"Wynd, Scott",3,3,17,20,,,28.0,1.0,,2.0,10.0,,2.0,4.0,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,61,174,360,18,14.0,30.0,24.0,34.0,58.0,37.0,17.0,23.0,16.0,6.0,,,,,,,,
Opposition,Opposition,188,87,118,306,15,6.0,24.0,31.0,38.0,52.0,34.0,50.0,16.0,23.0,,,,,,,,,
