Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
31,"Batchelor, Jake",19y 91d,7 (2-1-4 35.71%),,←,
30,"Conca, Reece",18y 276d,8 (3-1-4 43.75%),,←,
9,"Cotchin, Trent",21y 38d,50 (21-1-28 43.00%),23 (0.46),←,
3,"Deledio, Brett",24y 27d,136 (49-4-83 37.50%),93 (0.68),←,
10,"Edwards, Shane",22y 202d,77 (22-4-51 31.17%),37 (0.48),←,
41,"Foley, Nathan",25y 249d,96 (31-3-62 33.85%),24 (0.25),←,
25,"Graham, Angus",24y 29d,41 (12-2-27 31.71%),15 (0.37),←,
6,"Grigg, Shaun",23y 26d,51 (21-1-29 42.16%),12 (0.24),8 (3-1-4 43.75%),2 (0.25)
48,"Grimes, Dylan",19y 303d,7 (3-0-4 42.86%),,←,
32,"Helbig, Brad",19y 76d,5 (0-1-4 10.00%),3 (0.60),←,
14,"Houli, Bachar",23y 3d,34 (13-2-19 41.18%),11 (0.32),8 (3-1-4 43.75%),2 (0.25)
23,"Jackson, Daniel",25y 20d,90 (27-3-60 31.67%),26 (0.29),←,
28,"King, Jake",27y 50d,63 (17-4-42 30.16%),35 (0.56),←,
4,"Martin, Dustin",19y 323d,29 (9-1-19 32.76%),24 (0.83),←,
16,"McGuane, Luke",24y 92d,76 (23-3-50 32.24%),4 (0.05),←,
13,"Miller, Brad",27y 313d,138 (47-2-89 34.78%),95 (0.69),5 (3-0-2 60.00%),6 (1.20)
26,"Nahas, Robin",23y 186d,41 (10-2-29 26.83%),41 (1.00),←,
22,"Nason, Ben",21y 346d,23 (9-0-14 39.13%),17 (0.74),←,
17,"Newman, Chris",28y 362d,183 (59-4-120 33.33%),25 (0.14),←,
18,"Rance, Alex",21y 218d,30 (5-1-24 18.33%),7 (0.23),←,
8,"Riewoldt, Jack",22y 196d,76 (25-3-48 34.87%),164 (2.16),←,
29,"Vickery, Ty",20y 349d,31 (10-2-19 35.48%),20 (0.65),←,
Totals,Totals,22y 338d,1292 (418-45-829 32.35%),676 (0.52),,
C,"Hardwick, Damien",38y 270d,30 (9-1-20 31.67%),,←,
