Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 285d,38 (20-1-17 53.95%),2 (0.05),←,
5,"Bruhn, Tanner",19y 310d,16 (7-0-9 43.75%),5 (0.31),←,
3,"Coniglio, Stephen",28y 108d,159 (73-1-85 46.23%),87 (0.55),←,
13,"Cumming, Isaac",23y 234d,37 (18-1-18 50.00%),1 (0.03),←,
24,"de Boer, Matt",32y 23d,214 (122-5-87 58.18%),79 (0.37),76 (44-4-28 60.53%),31 (0.41)
12,"Green, Tom",21y 69d,27 (13-1-13 50.00%),12 (0.44),←,
19,"Haynes, Nick",29y 319d,168 (82-4-82 50.00%),10 (0.06),←,
37,"Hill, Bobby",22y 52d,33 (15-1-17 46.97%),28 (0.85),←,
27,"Himmelberg, Harry",25y 329d,108 (63-2-43 59.26%),135 (1.25),←,
23,"Hogan, Jesse",27y 49d,101 (47-0-54 46.53%),192 (1.90),11 (6-0-5 54.55%),22 (2.00)
39,"Idun, Connor",21y 247d,29 (14-1-14 50.00%),,←,
25,"Keeffe, Lachlan",31y 353d,81 (45-0-36 55.56%),16 (0.20),41 (20-0-21 48.78%),9 (0.22)
22,"Kelly, Josh",27y 49d,158 (86-3-69 55.38%),100 (0.63),←,
40,"Kennedy, Adam",29y 264d,131 (54-1-76 41.60%),13 (0.10),←,
33,"OHalloran, Xavier",21y 265d,22 (11-1-10 52.27%),6 (0.27),←,
20,"Peatling, James",21y 224d,5 (3-0-2 60.00%),,←,
36,"Perryman, Harry",23y 104d,73 (37-1-35 51.37%),19 (0.26),←,
11,"Preuss, Braydon",26y 290d,19 (5-0-14 26.32%),9 (0.47),1 (1-0-0 100.00%),
42,"Stein, Jake",28y 75d,12 (8-1-3 70.83%),,←,
14,"Taranto, Tim",24y 64d,101 (57-2-42 57.43%),45 (0.45),←,
15,"Taylor, Sam",22y 332d,56 (34-0-22 60.71%),1 (0.02),←,
8,"Ward, Callan",31y 357d,251 (113-4-134 45.82%),126 (0.50),191 (81-4-106 43.46%),93 (0.49)
6,"Whitfield, Lachie",27y 258d,170 (84-4-82 50.59%),64 (0.38),←,
Totals,Totals,25y 234d,2009 (1011-34-964 50.32%),950 (0.47),,
C,"Cameron, Leon",49y 212d,187 (100-4-83 54.55%),,←,
