Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",6,2,2,8,1,,,1.0,,4.0,,2.0,1.0,1.0,,2.0,5.0,1.0,1.0,,1.0,,
18,"Cameron, Leon",12,4,1,13,,,,,3.0,1.0,,,,,,3.0,9.0,1.0,,,3.0,,
12,"Cook, James",10,5,3,13,3,1.0,,3.0,,2.0,2.0,3.0,3.0,1.0,,9.0,6.0,2.0,1.0,1.0,,,
16,"Croft, Matthew",3,4,4,7,,,,,1.0,1.0,,1.0,1.0,4.0,,6.0,3.0,3.0,,,,,
11,"Curley, Todd",10,3,4,14,,1.0,,2.0,2.0,3.0,,1.0,,1.0,,4.0,10.0,1.0,,5.0,,,
14,"Darcy, Luke",10,6,,10,2,,7.0,2.0,,2.0,,1.0,1.0,3.0,,5.0,5.0,3.0,2.0,,1.0,,
28,"Dimattina, Paul",3,1,,3,,,,,1.0,1.0,,,,,,,2.0,,,,,,
32,"Ellis, Craig",3,,,3,,,,,,2.0,,,,,,1.0,2.0,,,,,,
4,"Garlick, Simon",9,4,1,10,1,1.0,,,,3.0,3.0,,,,,5.0,5.0,1.0,1.0,1.0,,,
3,"Grant, Chris",12,8,6,18,2,2.0,,2.0,,5.0,1.0,4.0,1.0,1.0,,11.0,7.0,5.0,2.0,,,,
9,"Hudson, Paul",10,4,3,13,3,1.0,,1.0,,3.0,1.0,,,1.0,,6.0,5.0,1.0,2.0,1.0,2.0,,
6,"Johnson, Brad",10,3,8,18,,,,,,2.0,1.0,,1.0,2.0,,6.0,11.0,1.0,,,5.0,,
35,"Kretiuk, Steven",3,2,3,6,,,,1.0,1.0,1.0,,,,,,3.0,5.0,,,1.0,,,
39,"Liberatore, Tony",10,,6,16,,,,2.0,,5.0,5.0,,3.0,1.0,,11.0,7.0,,,2.0,,,
10,"Montgomery, Brett",8,3,9,17,,,,5.0,,5.0,1.0,2.0,2.0,,,8.0,9.0,,,1.0,1.0,,
29,"Powell, Stephen",14,5,11,25,,2.0,,,5.0,7.0,3.0,3.0,2.0,4.0,,8.0,18.0,,2.0,1.0,,,
30,"Robbins, Matthew",8,1,1,9,,,,1.0,,1.0,,4.0,1.0,3.0,,4.0,6.0,,,2.0,,,
5,"Smith, Rohan",9,4,4,13,1,1.0,,3.0,,4.0,,,1.0,,,4.0,8.0,,,1.0,,,
8,"Southern, Daniel",1,3,11,12,,,,,2.0,,1.0,,1.0,3.0,,10.0,3.0,2.0,,2.0,,,
7,"West, Scott",19,1,14,33,1,,,4.0,6.0,7.0,9.0,3.0,4.0,2.0,3.0,22.0,11.0,,,4.0,,,
1,"Winmar, Nicky",2,,1,3,,,,,,,,,,,,,3.0,,,,,,
15,"Wynd, Scott",5,4,9,14,,,24.0,,1.0,,7.0,1.0,3.0,1.0,1.0,10.0,3.0,1.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,67,101,278,14,14.0,31.0,27.0,22.0,59.0,34.0,25.0,25.0,28.0,4.0,138.0,143.0,22.0,11.0,23.0,13.0,,
Opposition,Opposition,166,65,108,274,13,13.0,26.0,35.0,39.0,45.0,32.0,30.0,28.0,25.0,2.0,118.0,155.0,18.0,11.0,26.0,16.0,,
