St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",24y 49d,68 (35-1-32 52.21%),43 (0.63),←,
26,"Dal Santo, Nick",28y 164d,234 (137-5-92 59.62%),134 (0.57),←,
24,"Dempster, Sean",28y 197d,137 (81-3-53 60.22%),17 (0.12),83 (46-3-34 57.23%),9 (0.11)
38,"Dunell, Sam",22y 165d,4 (2-0-2 50.00%),1 (0.25),←,
25,"Fisher, Sam",30y 25d,180 (111-4-65 62.78%),21 (0.12),←,
14,"Geary, Jarryn",24y 42d,68 (46-0-22 67.65%),12 (0.18),←,
19,"Gilbert, Sam",25y 351d,128 (79-4-45 63.28%),25 (0.20),←,
18,"Goddard, Brendon",27y 76d,201 (123-3-75 61.94%),98 (0.49),←,
1,"Gram, Jason",28y 99d,153 (91-4-58 60.78%),69 (0.45),151 (90-4-57 60.93%),69 (0.46)
33,"Gwilt, James",25y 359d,92 (57-3-32 63.59%),19 (0.21),←,
7,"Hayes, Lenny",32y 203d,259 (131-6-122 51.74%),89 (0.34),←,
4,"Jones, Clinton",28y 184d,114 (75-4-35 67.54%),29 (0.25),←,
23,"Koschitzke, Justin",29y 319d,193 (108-3-82 56.74%),241 (1.25),←,
5,"McEvoy, Ben",23y 24d,65 (43-2-20 67.69%),19 (0.29),←,
44,"Milne, Stephen",32y 149d,254 (138-5-111 55.31%),534 (2.10),←,
11,"Montagna, Leigh",28y 276d,187 (115-4-68 62.57%),111 (0.59),←,
34,"Polo, Dean",25y 365d,77 (30-2-45 40.26%),18 (0.23),21 (12-0-9 57.14%),7 (0.33)
22,"Ray, Farren",26y 134d,154 (90-4-60 59.74%),49 (0.32),79 (55-3-21 71.52%),17 (0.22)
12,"Riewoldt, Nick",29y 292d,237 (130-5-102 55.91%),519 (2.19),←,
21,"Saad, Ahmed",22y 300d,12 (6-0-6 50.00%),21 (1.75),←,
31,"Simpkin, Tom",21y 363d,17 (10-0-7 58.82%),,←,
3,"Steven, Jack",22y 129d,47 (25-1-21 54.26%),38 (0.81),←,
Totals,Totals,26y 293d,2881 (1663-63-1155 57.72%),2107 (0.73),,
C,"Watters, Scott",43y 192d,18 (9-0-9 50.00%),,←,
