Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Bell, Daniel",7,4,5,12,,,,3.0,1.0,3.0,1.0,1.0,,1.0,,4.0,8.0,1.0,,1.0,,1.0,57.0
3,"Bizzell, Clint",12,7,5,17,,,,4.0,2.0,3.0,2.0,2.0,,1.0,2.0,7.0,11.0,1.0,,8.0,1.0,,100.0
25,"Brown, Nathan",12,7,4,16,,,,1.0,2.0,1.0,,1.0,,,,3.0,13.0,,,,3.0,,79.0
32,"Bruce, Cameron",16,7,14,30,3,1.0,,4.0,1.0,5.0,4.0,4.0,2.0,,3.0,17.0,13.0,2.0,2.0,,1.0,3.0,100.0
36,"Davey, Aaron",6,1,,6,2,,,3.0,,2.0,,1.0,1.0,,,2.0,3.0,,,2.0,,1.0,80.0
35,"Ferguson, Ryan",5,,3,8,,,,,1.0,,,1.0,,,,1.0,7.0,,,2.0,,,79.0
18,"Green, Brad",12,5,4,16,2,,1.0,1.0,2.0,3.0,2.0,1.0,,1.0,,3.0,12.0,,2.0,4.0,2.0,,95.0
40,"Jamar, Mark",,,3,3,,,7.0,,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,40.0
16,"Johnstone, Travis",14,3,4,18,1,,,,8.0,5.0,3.0,2.0,1.0,1.0,,9.0,9.0,,,4.0,6.0,1.0,96.0
23,"McDonald, James",15,4,4,19,,,,2.0,2.0,5.0,1.0,3.0,,1.0,,6.0,13.0,1.0,,1.0,4.0,,72.0
5,"McLean, Brock",5,3,6,11,,,,3.0,,3.0,2.0,2.0,,1.0,,4.0,8.0,,,7.0,,1.0,92.0
7,"Miller, Brad",7,4,4,11,,,,2.0,,2.0,2.0,4.0,2.0,3.0,,5.0,6.0,1.0,,2.0,,,100.0
22,"Moloney, Brent",12,4,4,16,,1.0,,5.0,1.0,8.0,3.0,4.0,1.0,2.0,,4.0,12.0,,1.0,2.0,4.0,,88.0
9,"Neitz, David",8,6,4,12,5,,,,,1.0,,,,,,5.0,7.0,1.0,6.0,1.0,,1.0,100.0
43,"Rigoni, Guy",9,3,4,13,,,,2.0,5.0,4.0,,,1.0,,,3.0,10.0,1.0,,1.0,1.0,,63.0
27,"Rivers, Jared",4,2,4,8,,,,1.0,1.0,,1.0,2.0,1.0,2.0,,4.0,5.0,,,7.0,,,80.0
24,"Robertson, Russell",8,2,3,11,3,,,1.0,2.0,,,1.0,1.0,1.0,,5.0,7.0,,2.0,6.0,,,97.0
12,"Sylvia, Colin",3,1,2,5,1,1.0,,,1.0,2.0,,2.0,1.0,2.0,,3.0,2.0,,,,,,68.0
31,"Wheatley, Paul",9,6,4,13,,,,3.0,8.0,1.0,,1.0,,,,4.0,7.0,2.0,,4.0,,,86.0
45,"Whelan, Matthew",5,2,7,12,1,,,1.0,5.0,1.0,3.0,,3.0,,,7.0,3.0,,,1.0,,,75.0
34,"White, Jeff",8,6,7,15,,1.0,15.0,3.0,1.0,5.0,4.0,1.0,1.0,,,9.0,6.0,1.0,1.0,1.0,1.0,1.0,67.0
13,"Yze, Adem",13,3,1,14,,,,3.0,4.0,3.0,4.0,1.0,,1.0,,2.0,8.0,,,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,80,96,286,18,6.0,23.0,42.0,47.0,57.0,33.0,35.0,16.0,18.0,5.0,109.0,171.0,11.0,14.0,55.0,23.0,9.0,
Opposition,Opposition,207,106,128,335,8,18.0,41.0,32.0,41.0,57.0,31.0,36.0,18.0,16.0,1.0,123.0,216.0,15.0,17.0,45.0,21.0,4.0,
