Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",19y 305d,24 (15-0-9 62.50%),9 (0.38),←,
20,"Brogan, Dean",29y 170d,111 (74-1-36 67.12%),34 (0.31),←,
7,"Burgoyne, Peter",30y 124d,218 (124-3-91 57.57%),186 (0.85),←,
27,"Carlile, Alipate",21y 32d,20 (11-0-9 55.00%),,←,
30,"Chaplin, Troy",22y 99d,51 (28-1-22 55.88%),6 (0.12),←,
35,"Cornes, Chad",28y 202d,193 (119-1-73 61.92%),154 (0.80),←,
18,"Cornes, Kane",25y 148d,150 (93-1-56 62.33%),66 (0.44),←,
17,"Gray, Robbie",20y 63d,9 (5-0-4 55.56%),14 (1.56),←,
29,"Krakouer, Nathan",20y 27d,13 (9-0-4 69.23%),5 (0.38),←,
5,"Lade, Brendon",31y 327d,205 (116-3-86 57.32%),162 (0.79),←,
44,"Logan, Tom",22y 335d,27 (13-0-14 48.15%),6 (0.22),24 (13-0-11 54.17%),6 (0.25)
4,"Motlop, Daniel",26y 77d,86 (39-1-46 45.93%),132 (1.53),39 (19-0-20 48.72%),79 (2.03)
16,"Pearce, Danyle",22y 55d,59 (30-0-29 50.85%),34 (0.58),←,
36,"Pettigrew, Michael",23y 77d,66 (34-0-32 51.52%),24 (0.36),←,
15,"Rodan, David",24y 237d,100 (40-0-60 40.00%),80 (0.80),35 (21-0-14 60.00%),37 (1.06)
3,"Salopek, Steven",22y 346d,73 (40-0-33 54.79%),39 (0.53),←,
14,"Stewart, Paul",20y 327d,5 (1-0-4 20.00%),,←,
9,"Surjan, Jacob",22y 291d,57 (32-0-25 56.14%),9 (0.16),←,
28,"Thurstans, Toby",27y 292d,93 (57-1-35 61.83%),50 (0.54),←,
1,"Tredrea, Warren",29y 160d,220 (130-2-88 59.55%),478 (2.17),←,
39,"Westhoff, Justin",21y 244d,26 (15-0-11 57.69%),41 (1.58),←,
21,"Wilson, Michael",31y 193d,189 (104-4-81 56.08%),51 (0.27),←,
Totals,Totals,24y 287d,1995 (1129-18-848 56.59%),1580 (0.79),,
C,"Williams, Mark",49y 285d,224 (133-2-89 59.82%),,←,
