Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bandy, Daniel",5,3,5,10,1,,8.0,,2.0,2.0,1.0,5.0,,1.0,,6.0,4.0,1.0,,3.0,,,100.0
20,"Bowden, Patrick",5,4,1,6,3,,,,,2.0,,2.0,,2.0,,1.0,5.0,,2.0,2.0,,,78.0
42,"Boyd, Matthew",6,3,6,12,,2.0,,3.0,1.0,3.0,3.0,3.0,1.0,1.0,,6.0,7.0,,,2.0,,,81.0
17,"Brown, Nathan",9,3,,9,3,2.0,,1.0,,1.0,,3.0,,2.0,,3.0,6.0,1.0,3.0,,,1.0,100.0
16,"Croft, Matthew",,,1,1,,,,,,,,,,,,1.0,,,,,,,22.0
38,"Cross, Daniel",5,5,8,13,,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,4.0,9.0,,,3.0,,,50.0
14,"Darcy, Luke",12,11,9,21,,,21.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,8.0,13.0,2.0,,,,,100.0
28,"Dimattina, Paul",7,4,12,19,,,,3.0,1.0,4.0,7.0,,,,1.0,14.0,6.0,,,,2.0,1.0,82.0
10,"Eagleton, Nathan",11,6,1,12,1,1.0,,2.0,1.0,6.0,1.0,,,,,5.0,7.0,1.0,,,,1.0,46.0
4,"Garlick, Simon",10,6,4,14,,,,1.0,,2.0,1.0,1.0,,,,2.0,12.0,1.0,,1.0,,2.0,49.0
13,"Giansiracusa, Daniel",7,4,3,10,,,,2.0,1.0,2.0,,3.0,1.0,2.0,,1.0,10.0,,,2.0,1.0,,89.0
9,"Gilbee, Lindsay",7,2,3,10,2,1.0,,,,3.0,,,1.0,,,5.0,5.0,1.0,1.0,2.0,4.0,,90.0
25,"Hargrave, Ryan",13,5,3,16,,,,1.0,6.0,,,2.0,1.0,1.0,,4.0,12.0,,,6.0,,,100.0
22,"Harrison, Ben",10,7,7,17,1,,,,,2.0,,1.0,1.0,1.0,,4.0,13.0,,,5.0,,,96.0
6,"Johnson, Brad",16,10,8,24,4,1.0,,3.0,,4.0,2.0,1.0,1.0,,2.0,12.0,10.0,3.0,3.0,2.0,4.0,,93.0
35,"Kretiuk, Steven",10,4,5,15,,,1.0,3.0,1.0,1.0,1.0,,,,,6.0,9.0,1.0,,5.0,,,100.0
36,"Lake, Brian",6,6,3,9,,,,1.0,6.0,,,2.0,,2.0,,2.0,7.0,,,9.0,,,100.0
2,"Murphy, Robert",18,7,6,24,,,,2.0,5.0,1.0,,1.0,,,,3.0,19.0,1.0,,1.0,2.0,1.0,100.0
15,"Power, Sam",4,2,4,8,,,,,,2.0,,3.0,1.0,,,4.0,4.0,,,,1.0,,47.0
30,"Robbins, Matthew",9,6,7,16,,,,4.0,3.0,1.0,,5.0,,3.0,,1.0,15.0,,,6.0,1.0,1.0,96.0
5,"Smith, Rohan",19,6,9,28,,,,3.0,7.0,3.0,2.0,1.0,1.0,,,7.0,18.0,1.0,,3.0,1.0,,89.0
7,"West, Scott",15,7,13,28,,,,4.0,,6.0,4.0,1.0,4.0,1.0,,10.0,20.0,,1.0,5.0,,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,111,118,322,15,9.0,30.0,35.0,37.0,49.0,27.0,38.0,17.0,18.0,6.0,109.0,211.0,13.0,10.0,57.0,16.0,7.0,
Opposition,Opposition,193,104,123,316,11,15.0,23.0,35.0,31.0,53.0,31.0,34.0,18.0,17.0,,110.0,212.0,9.0,10.0,39.0,32.0,5.0,
