Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",22y 194d,63 (17-0-46 26.98%),21 (0.33),32 (14-0-18 43.75%),9 (0.28)
14,"Aish, James",20y 145d,33 (9-0-24 27.27%),9 (0.27),1 (1-0-0 100.00%),1 (1.00)
11,"Blair, Jarryd",25y 353d,124 (81-1-42 65.73%),95 (0.77),←,
16,"Brown, Nathan",27y 106d,116 (70-1-45 60.78%),7 (0.06),←,
32,"Cloke, Travis",29y 27d,235 (145-2-88 62.13%),425 (1.81),←,
25,"Crisp, Jack",22y 182d,42 (18-0-24 42.86%),27 (0.64),24 (11-0-13 45.83%),17 (0.71)
2,"de Goey, Jordan",20y 17d,18 (7-0-11 38.89%),8 (0.44),←,
1,"Fasolo, Alex",23y 298d,71 (44-0-27 61.97%),86 (1.21),←,
45,"Frost, Jack",24y 36d,46 (22-0-24 47.83%),,←,
44,"Gault, Corey",23y 156d,6 (4-0-2 66.67%),4 (0.67),←,
19,"Greenwood, Levi",27y 42d,84 (43-1-40 51.79%),31 (0.37),10 (3-0-7 30.00%),5 (0.50)
4,"Grundy, Brodie",21y 352d,42 (22-0-20 52.38%),14 (0.33),←,
8,"Langdon, Tom",21y 297d,43 (21-0-22 48.84%),1 (0.02),←,
3,"Macaffer, Brent",28y 33d,75 (47-2-26 64.00%),32 (0.43),←,
30,"Moore, Darcy",20y 67d,11 (3-0-8 27.27%),11 (1.00),←,
43,"Oxley, Adam",23y 152d,20 (11-0-9 55.00%),5 (0.25),←,
10,"Pendlebury, Scott",28y 85d,216 (136-2-78 63.43%),141 (0.65),←,
31,"Ramsay, Jackson",21y 133d,9 (6-0-3 66.67%),,←,
20,"Reid, Ben",26y 338d,105 (68-2-35 65.71%),37 (0.35),←,
28,"Sinclair, Ben",24y 183d,52 (32-0-20 61.54%),20 (0.38),←,
7,"Treloar, Adam",23y 23d,81 (21-0-60 25.93%),49 (0.60),2 (1-0-1 50.00%),1 (0.50)
26,"Williams, Marley",22y 254d,59 (32-0-27 54.24%),6 (0.10),←,
Totals,Totals,24y 8d,1551 (859-11-681 55.38%),1029 (0.66),,
C,"Buckley, Nathan",43y 250d,94 (53-0-41 56.38%),,←,
