Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Amon, Karl",29y 251d,177 (99-0-78 55.93%),69 (0.39),53 (26-0-27 49.06%),14 (0.26)
37,"Barrass, Tom",29y 201d,157 (74-1-82 47.45%),1 (0.01),7 (5-0-2 71.43%),
24,"Battle, Josh",26y 238d,130 (65-0-65 50.00%),30 (0.23),7 (5-0-2 71.43%),
18,"Chol, Mabior",28y 88d,91 (50-1-40 55.49%),128 (1.41),30 (18-0-12 60.00%),50 (1.67)
16,"DAmbrosio, Massimo",21y 326d,47 (29-0-18 61.70%),13 (0.28),31 (20-0-11 64.52%),8 (0.26)
33,"Ginnivan, Jack",22y 139d,71 (50-0-21 70.42%),90 (1.27),29 (19-0-10 65.52%),32 (1.10)
19,"Gunston, Jack",33y 193d,265 (162-1-102 61.32%),498 (1.88),234 (146-1-87 62.61%),456 (1.95)
15,"Hardwick, Blake",28y 81d,179 (83-2-94 46.93%),28 (0.16),←,
44,"Hustwaite, Henry",20y 281d,7 (2-0-5 28.57%),2 (0.29),←,
4,"Impey, Jarman",29y 292d,204 (100-0-104 49.02%),63 (0.31),129 (60-0-69 46.51%),29 (0.22)
42,"Macdonald, Bailey",20y 266d,3 (2-0-1 66.67%),,←,
31,"Macdonald, Connor",22y 104d,71 (33-0-38 46.48%),54 (0.76),←,
28,"Mackenzie, Cam",21y 96d,41 (22-0-19 53.66%),12 (0.29),←,
17,"Meek, Lloyd",27y 5d,59 (32-0-27 54.24%),19 (0.32),44 (23-0-21 52.27%),16 (0.36)
13,"Moore, Dylan",25y 266d,107 (44-1-62 41.59%),118 (1.10),←,
1,"Morrison, Harry",26y 166d,110 (49-1-60 45.00%),27 (0.25),←,
3,"Newcombe, Jai",23y 268d,83 (38-2-43 46.99%),36 (0.43),←,
14,"Scrimshaw, Jack",26y 235d,111 (46-1-64 41.89%),11 (0.10),107 (46-1-60 43.46%),11 (0.10)
6,"Sicily, James",30y 111d,163 (84-1-78 51.84%),75 (0.46),←,
25,"Ward, Josh",21y 253d,48 (20-0-28 41.67%),6 (0.13),←,
34,"Watson, Nick",20y 62d,25 (16-0-9 64.00%),34 (1.36),←,
23,"Weddle, Josh",20y 337d,49 (26-0-23 53.06%),17 (0.35),←,
5,"Worpel, James",26y 93d,131 (56-2-73 43.51%),47 (0.36),←,
Totals,Totals,25y 142d,2329 (1182-13-1134 50.75%),1378 (0.59),,
C,"Mitchell, Sam",42y 197d,77 (35-0-42 45.45%),,←,
