St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Beetham, Caydn",19,7.0,2.0,21,2.0,,,1.0,1.0,10.0,1.0,1.0,1.0,1.0,,10,12,2.0,1.0,2.0,1.0,,
39,"Blake, Jason",4,1.0,3.0,7,1.0,,1.0,,,1.0,1.0,1.0,,,,5,2,,,,,,
3,"Burke, Nathan",23,5.0,8.0,31,1.0,1.0,,3.0,2.0,6.0,5.0,3.0,2.0,1.0,,12,18,,,4.0,1.0,,
41,"Campbell, Fred",4,,3.0,7,,,,,,2.0,,3.0,,1.0,,6,1,,,,,,
16,"Carr, Matthew",4,3.0,3.0,7,,,,2.0,2.0,,,1.0,2.0,2.0,,3,4,,,1.0,,,
27,"Davis, Chad",6,4.0,,6,,2.0,,,,3.0,1.0,1.0,1.0,,,1,5,,2.0,,,,
6,"Delaney, Tony",13,1.0,9.0,22,,,,,1.0,3.0,1.0,3.0,,,,11,11,,,3.0,1.0,,
31,"Elliott, Tim",8,8.0,7.0,15,2.0,,5.0,,,4.0,3.0,1.0,1.0,3.0,,7,8,2.0,3.0,1.0,,,
25,"Hall, Barry",11,7.0,4.0,15,1.0,3.0,1.0,1.0,,2.0,,,,2.0,,4,11,,3.0,2.0,,,
35,"Harvey, Robert",13,6.0,17.0,30,,,,,1.0,4.0,5.0,4.0,1.0,,,10,22,1.0,,,,,
7,"Hayes, Lenny",7,2.0,11.0,18,1.0,,,3.0,2.0,3.0,1.0,2.0,,,,9,9,,,,,,
24,"Heatley, Jason",7,5.0,4.0,11,3.0,1.0,,1.0,,,,1.0,1.0,1.0,,7,4,2.0,5.0,,,,
8,"Hudghton, Max",2,1.0,2.0,4,,,,,,1.0,,,,2.0,,2,2,,,1.0,,,
5,"Jones, Austinn",15,4.0,1.0,16,,1.0,,,,5.0,,1.0,2.0,,,4,12,,,2.0,3.0,,
36,"Knowles, Brett",6,3.0,2.0,8,,,,1.0,2.0,1.0,2.0,2.0,,,,2,6,,,2.0,,,
1,"Peckett, Justin",5,1.0,2.0,7,,,,4.0,2.0,1.0,1.0,,1.0,,,2,4,,,3.0,2.0,,
17,"Plapp, Justin",10,4.0,7.0,17,,,,,3.0,,,,,1.0,,6,10,1.0,,1.0,2.0,,
13,"Sierakowski, David",11,6.0,7.0,18,,,26.0,2.0,1.0,6.0,7.0,2.0,,1.0,,12,8,2.0,,1.0,1.0,,
19,"Sziller, Steven",6,2.0,3.0,9,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,4,4,,,1.0,,,
4,"Thompson, Andrew",10,3.0,13.0,23,1.0,,,5.0,,6.0,5.0,2.0,1.0,,,13,10,,,3.0,,,
32,"Traianidis, Jason",5,1.0,3.0,8,,,,,3.0,,1.0,1.0,,,,3,6,,,1.0,,,
33,"Walton, Ben",3,1.0,1.0,4,1.0,,,,1.0,,,,,,,1,3,,,2.0,,,
Totals,Totals,192,75.0,112.0,304,13.0,8.0,33.0,24.0,22.0,59.0,35.0,30.0,13.0,17.0,,134,172,10.0,14.0,30.0,11.0,,
Opposition,Opposition,224,114.0,120.0,344,27.0,9.0,34.0,40.0,43.0,54.0,41.0,30.0,17.0,13.0,6.0,132,208,22.0,29.0,41.0,12.0,,
