Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",5,5.0,3,8,,,,,2.0,,,,,,,3,5,1.0,,8.0,,,95.0
4,"Bastinac, Ryan",16,5.0,12,28,,1.0,,1.0,3.0,2.0,1.0,4.0,1.0,2.0,,10,18,,,,,,81.0
8,"Bewick, Rohan",14,6.0,3,17,,2.0,,3.0,3.0,2.0,,3.0,,,,4,12,2.0,1.0,2.0,,1.0,82.0
27,"Gardiner, Darcy",4,3.0,2,6,,,,2.0,4.0,,,2.0,1.0,1.0,,3,5,,,7.0,,,72.0
6,"Green, Josh",9,2.0,5,14,1.0,,,7.0,,4.0,1.0,1.0,3.0,,,8,6,,1.0,,,,87.0
40,"Hammelmann, Matthew",7,5.0,3,10,,,,,3.0,1.0,,3.0,,1.0,,3,7,2.0,,3.0,,,84.0
11,"Hanley, Pearce",4,3.0,6,10,1.0,,,2.0,1.0,,,4.0,,2.0,,2,9,1.0,,1.0,1.0,,83.0
30,"Hipwood, Eric",6,3.0,1,7,3.0,2.0,,2.0,,1.0,,1.0,2.0,,,3,4,,2.0,1.0,,,89.0
16,"Jansen, Jarrad",6,3.0,10,16,1.0,,,1.0,2.0,2.0,6.0,3.0,2.0,1.0,,13,3,2.0,1.0,1.0,,1.0,70.0
1,"Keays, Ben",2,1.0,4,6,,,,4.0,,2.0,,1.0,,1.0,,4,3,,,1.0,,1.0,82.0
35,"Lester, Ryan",8,4.0,11,19,,,,2.0,1.0,2.0,,3.0,1.0,1.0,,4,15,,,3.0,,,79.0
12,"Martin, Stefan",8,4.0,15,23,1.0,1.0,21.0,2.0,2.0,2.0,4.0,4.0,3.0,,,10,12,,,1.0,,,92.0
36,"Mathieson, Rhys",9,3.0,15,24,,,,7.0,2.0,2.0,4.0,4.0,2.0,,,14,10,,,,,,77.0
32,"Mayes, Sam",19,5.0,8,27,,,1.0,1.0,8.0,2.0,,3.0,,2.0,,2,19,,,2.0,,,87.0
25,"McStay, Daniel",5,5.0,7,12,,,,1.0,1.0,,1.0,,1.0,,,4,8,1.0,,3.0,,,84.0
21,"Merrett, Daniel",2,2.0,2,4,,,,2.0,,,,2.0,,2.0,,1,3,,,4.0,,,97.0
10,"Rich, Daniel",13,6.0,12,25,,1.0,,4.0,1.0,5.0,3.0,3.0,1.0,1.0,,7,17,,1.0,,,,79.0
5,"Robinson, Mitch",3,,2,5,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,2,3,,,,,,29.0
38,"Rockliff, Tom",10,,20,30,,,,9.0,1.0,2.0,7.0,4.0,1.0,2.0,,15,12,,,,,,83.0
23,"Schache, Josh",5,4.0,3,8,1.0,,,2.0,,3.0,,1.0,,1.0,,3,5,1.0,1.0,2.0,,2.0,93.0
28,"Taylor, Lewis",9,2.0,6,15,2.0,1.0,,,,2.0,1.0,1.0,,1.0,,1,14,,1.0,1.0,,,88.0
14,"Walker, Josh",4,3.0,6,10,1.0,1.0,2.0,1.0,,,1.0,3.0,,1.0,,5,5,1.0,1.0,1.0,,,89.0
Totals,Totals,168,74.0,156,324,11.0,9.0,24.0,55.0,35.0,34.0,30.0,51.0,19.0,20.0,,121,195,11.0,9.0,41.0,1.0,5.0,
Opposition,Opposition,218,106.0,156,374,17.0,15.0,32.0,48.0,21.0,59.0,28.0,47.0,20.0,20.0,6.0,124,242,15.0,25.0,36.0,12.0,12.0,
