Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",22,4,19,41,2,,,3.0,6.0,4.0,6.0,3.0,1.0,,3.0,15.0,23.0,,,2.0,1.0,1.0,92.0
36,"Broughton, Greg",9,9,15,24,,,,2.0,4.0,,2.0,1.0,2.0,,,11.0,12.0,2.0,,5.0,2.0,,88.0
27,"Cameron, Clay",5,1,2,7,,,,4.0,2.0,,,3.0,2.0,2.0,,4.0,4.0,,,5.0,,,94.0
12,"Day, Sam",7,5,2,9,2,1.0,7.0,2.0,,,,4.0,,2.0,,4.0,5.0,2.0,2.0,3.0,,,78.0
23,"Dixon, Charlie",1,1,4,5,,,,2.0,,1.0,,2.0,2.0,1.0,,4.0,2.0,,,,,,49.0
33,"Hall, Aaron",7,2,9,16,,,,1.0,,1.0,,,1.0,,,7.0,9.0,,,1.0,1.0,1.0,87.0
5,"Harbrow, Jarrod",16,8,6,22,,1.0,,5.0,4.0,4.0,1.0,3.0,1.0,2.0,,7.0,15.0,,,1.0,3.0,,85.0
40,"Lemmens, Sean",10,1,2,12,,,,2.0,2.0,2.0,,1.0,,1.0,,1.0,10.0,,,1.0,,,80.0
19,"Lynch, Tom",7,4,5,12,2,1.0,,1.0,,1.0,,,,,,3.0,8.0,2.0,3.0,3.0,,1.0,95.0
4 ↓,"Martin, Jack",,,3,3,,,,,1.0,,,,,,,3.0,,,,,,,5.0
32,"Matera, Brandon",7,3,9,16,1,,,6.0,,2.0,,4.0,1.0,3.0,,8.0,8.0,,1.0,1.0,1.0,2.0,94.0
17,"May, Steven",15,5,1,16,,,,1.0,5.0,1.0,,5.0,3.0,1.0,,6.0,10.0,1.0,,17.0,1.0,,100.0
18,"McKenzie, Trent",12,3,1,13,,,,1.0,6.0,3.0,,2.0,1.0,1.0,,2.0,9.0,,,4.0,,,92.0
22,"Nicholls, Tom",1,1,10,11,,,24.0,2.0,1.0,,2.0,4.0,,3.0,,6.0,5.0,,,2.0,,,87.0
1,"OMeara, Jaeger",12,5,10,22,1,,,10.0,1.0,4.0,5.0,4.0,1.0,2.0,,10.0,13.0,,,2.0,1.0,1.0,46.0
10,"Prestia, Dion",16,7,16,32,1,1.0,,4.0,2.0,6.0,3.0,1.0,1.0,,2.0,17.0,15.0,,2.0,2.0,3.0,2.0,82.0
35,"Rischitelli, Michael",13,2,15,28,,1.0,,5.0,1.0,4.0,4.0,4.0,1.0,1.0,,10.0,16.0,,,,2.0,,91.0
26,"Shaw, Matt",9,5,7,16,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,3.0,12.0,,1.0,4.0,,,74.0
25,"Stanley, Danny",6,2,13,19,2,,,1.0,1.0,5.0,,2.0,,,,10.0,8.0,1.0,,2.0,,,88.0
3 ↑,"Sumner, Timmy",9,1,5,14,,3.0,,2.0,,5.0,,2.0,2.0,2.0,,8.0,5.0,,,2.0,2.0,,84.0
24,"Swallow, David",17,9,10,27,1,4.0,,2.0,3.0,4.0,5.0,2.0,1.0,1.0,,13.0,13.0,,2.0,,2.0,1.0,84.0
14,"Warnock, Matthew",4,2,5,9,,,,1.0,3.0,,1.0,,,,,4.0,5.0,,,4.0,1.0,,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,80,169,374,12,15.0,31.0,58.0,44.0,48.0,30.0,48.0,20.0,22.0,5.0,156.0,207.0,8.0,11.0,61.0,20.0,9.0,
Opposition,Opposition,218,87,188,406,10,9.0,42.0,64.0,31.0,58.0,47.0,57.0,22.0,20.0,1.0,150.0,256.0,7.0,9.0,63.0,5.0,8.0,
