Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",25y 137d,26 (16-0-10 61.54%),86 (3.31),22 (15-0-7 68.18%),79 (3.59)
4,"Campbell, Tony",22y 286d,56 (26-0-30 46.43%),47 (0.84),←,
25,"Eishold, Simon",23y 61d,46 (33-0-13 71.74%),27 (0.59),←,
21,"Febey, Steven",20y 280d,41 (26-0-15 63.41%),9 (0.22),←,
33,"Healy, Greg",24y 252d,110 (55-0-55 50.00%),134 (1.22),←,
10,"Hughes, Danny",26y 173d,114 (57-0-57 50.00%),19 (0.17),←,
16,"Lovell, Andy",19y 302d,31 (19-0-12 61.29%),35 (1.13),←,
17,"Lovett, Brett",24y 6d,83 (52-0-31 62.65%),7 (0.08),←,
6,"Lovett, Glenn",20y 307d,10 (6-0-4 60.00%),1 (0.10),←,
3,"Lyon, Garry",22y 255d,84 (51-0-33 60.71%),116 (1.38),←,
34,"Newport, Stephen",24y 202d,92 (49-0-43 53.26%),57 (0.62),←,
29,"Obst, Andrew",25y 280d,9 (7-0-2 77.78%),3 (0.33),←,
1,"ODwyer, Steven",24y 127d,64 (39-0-25 60.94%),32 (0.50),←,
5,"Spalding, Earl",25y 76d,73 (47-0-26 64.38%),36 (0.49),←,
18,"Stretch, Steven",26y 141d,99 (57-0-42 57.58%),31 (0.31),←,
11,"Stynes, Jim",24y 33d,72 (47-0-25 65.28%),67 (0.93),←,
15,"Tingay, Stephen",19y 286d,21 (15-0-6 71.43%),9 (0.43),←,
12,"Viney, Todd",24y 57d,43 (25-0-18 58.14%),21 (0.49),←,
7,"Wilson, Brian",28y 238d,196 (92-1-103 47.19%),225 (1.15),148 (69-0-79 46.62%),203 (1.37)
8,"Yeats, Graeme",25y 247d,102 (58-0-44 56.86%),27 (0.26),←,
Totals,Totals,23y 352d,1372 (777-1-594 56.63%),989 (0.72),,
C,"Northey, John",46y 331d,128 (65-0-63 50.78%),,106 (59-0-47 55.66%),
