Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Astbury, David",11,6,5,16,,,,,4.0,,,,1.0,,,5.0,10.0,,,3.0,,,90.0
38,"Balta, Noah",3,,2,5,,,8.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,2.0,,,5.0,,1.0,94.0
35,"Broad, Nathan",10,6,3,13,,,,1.0,3.0,2.0,,2.0,,1.0,,2.0,10.0,,,4.0,,,89.0
7,"Butler, Dan",8,,2,10,,,,,1.0,2.0,,2.0,,,,4.0,4.0,,,2.0,,,88.0
11,"Castagna, Jason",11,3,8,19,,2.0,,3.0,1.0,3.0,,3.0,1.0,,,5.0,12.0,,1.0,3.0,1.0,,85.0
9,"Cotchin, Trent",13,1,9,22,,,,3.0,2.0,5.0,7.0,4.0,1.0,1.0,,9.0,8.0,,,,,,59.0
10,"Edwards, Shane",13,4,12,25,,,,3.0,3.0,3.0,4.0,7.0,,1.0,,11.0,12.0,,1.0,3.0,,,81.0
5,"Ellis, Brandon",15,8,6,21,,,,1.0,4.0,2.0,,4.0,,1.0,,6.0,15.0,,,1.0,,,87.0
42,"Garthwaite, Ryan",6,4,1,7,,,,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,6.0,,,8.0,,,98.0
34,"Graham, Jack",10,2,7,17,,,,5.0,3.0,2.0,2.0,4.0,,1.0,,8.0,9.0,1.0,,,,,86.0
13,"Higgins, Jack",13,4,8,21,1,,,1.0,2.0,5.0,2.0,4.0,,,,8.0,13.0,1.0,,3.0,,2.0,91.0
23,"Lambert, Kane",17,11,17,34,1,,,5.0,3.0,6.0,4.0,3.0,1.0,1.0,,13.0,21.0,,1.0,,1.0,2.0,89.0
19,"Lynch, Tom",8,3,1,9,4,1.0,,1.0,,,,3.0,2.0,,,4.0,6.0,1.0,3.0,3.0,,,97.0
31,"Markov, Oleg",9,5,11,20,,,,2.0,1.0,1.0,,3.0,1.0,,,6.0,14.0,,,3.0,,,87.0
4,"Martin, Dustin",8,4,7,15,,2.0,,6.0,,4.0,3.0,4.0,1.0,3.0,,6.0,8.0,2.0,,2.0,2.0,,78.0
33,"McIntosh, Kamdyn",13,6,6,19,,1.0,2.0,3.0,3.0,5.0,1.0,6.0,1.0,1.0,,9.0,11.0,,1.0,4.0,1.0,,83.0
25,"Nankervis, Toby",8,2,7,15,,,22.0,5.0,,4.0,3.0,2.0,1.0,1.0,,6.0,8.0,,,3.0,,1.0,88.0
3,"Prestia, Dion",22,3,11,33,,3.0,,4.0,1.0,5.0,7.0,4.0,2.0,,,11.0,18.0,,,,,,82.0
17,"Rioli, Daniel",9,1,4,13,3,,,3.0,,2.0,,1.0,5.0,,,6.0,8.0,,,2.0,,,75.0
15,"Short, Jayden",1,,,1,,,,,,,,,,,,,1.0,,,1.0,,,5.0
44,"Stack, Sydney",11,8,6,17,1,,,3.0,3.0,1.0,,1.0,2.0,,,6.0,11.0,1.0,1.0,3.0,,,70.0
1,"Vlastuin, Nick",9,5,5,14,,,,7.0,2.0,1.0,,3.0,2.0,2.0,,9.0,4.0,2.0,1.0,3.0,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,7.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,86,138,366,10,16.0,32.0,59.0,39.0,55.0,34.0,64.0,24.0,16.0,,139.0,211.0,8.0,9.0,56.0,5.0,6.0,
Opposition,Opposition,236,92,189,425,19,11.0,36.0,64.0,43.0,58.0,36.0,62.0,18.0,24.0,6.0,142.0,273.0,4.0,13.0,66.0,6.0,12.0,
