Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",24y 327d,29 (19-0-10 65.52%),8 (0.28),←,
24,"Bews, Jed",26y 240d,93 (53-2-38 58.06%),10 (0.11),←,
46,"Blicavs, Mark",29y 135d,169 (111-2-56 66.27%),36 (0.21),←,
45,"Close, Brad",22y 11d,4 (3-0-1 75.00%),1 (0.25),←,
35,"Dangerfield, Patrick",30y 127d,259 (150-1-108 58.11%),289 (1.12),105 (69-1-35 66.19%),126 (1.20)
22,"Duncan, Mitch",29y 61d,213 (152-1-60 71.60%),155 (0.73),←,
29,"Guthrie, Cameron",27y 357d,172 (112-2-58 65.70%),55 (0.32),←,
26,"Hawkins, Tom",32y 20d,267 (190-2-75 71.54%),578 (2.16),←,
25,"Henderson, Lachie",30y 240d,175 (88-2-85 50.86%),113 (0.65),58 (38-1-19 66.38%),9 (0.16)
38,"Henry, Jack",21y 347d,56 (35-0-21 62.50%),8 (0.14),←,
8,"Kolodjashnij, Jake",25y 1d,100 (64-2-34 65.00%),,←,
27,"Menegola, Sam",28y 156d,76 (48-1-27 63.82%),58 (0.76),←,
32,"Miers, Gryan",21y 133d,36 (24-0-12 66.67%),39 (1.08),←,
42,"OConnor, Mark",23y 206d,41 (26-0-15 63.41%),2 (0.05),←,
3,"Parfitt, Brandan",22y 105d,62 (43-0-19 69.35%),30 (0.48),←,
23,"Rohan, Gary",29y 64d,135 (89-1-45 66.30%),133 (0.99),29 (19-0-10 65.52%),37 (1.28)
14,"Selwood, Joel",32y 76d,304 (222-1-81 73.19%),160 (0.53),←,
1,"Stanley, Rhys",29y 253d,137 (73-1-63 53.65%),88 (0.64),79 (52-1-26 66.46%),48 (0.61)
9,"Steven, Jack",30y 135d,189 (73-3-113 39.42%),113 (0.60),6 (4-0-2 66.67%),1 (0.17)
44,"Stewart, Tom",27y 148d,76 (49-0-27 64.47%),3 (0.04),←,
7,"Taylor, Harry",34y 59d,271 (197-2-72 73.06%),75 (0.28),←,
2,"Tuohy, Zach",30y 244d,197 (95-2-100 48.73%),63 (0.32),77 (47-1-29 61.69%),23 (0.30)
Totals,Totals,27y 256d,3061 (1916-25-1120 62.59%),2017 (0.66),,
C,"Scott, Chris",44y 99d,226 (155-2-69 69.03%),,←,
