Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",12,4,5,17,1,,,1.0,3.0,1.0,,2.0,1.0,,,7.0,9.0,1.0,,,,,77.0
10,"Brayshaw, Angus",10,1,14,24,,,,3.0,5.0,4.0,2.0,1.0,,,,8.0,15.0,,,,,,80.0
37,"Chandler, Kade",4,1,6,10,1,,,1.0,,2.0,1.0,,,,,4.0,6.0,,,,,1.0,74.0
31,"Fritsch, Bayley",5,3,2,7,,3.0,,,,2.0,,3.0,1.0,1.0,,1.0,6.0,,3.0,2.0,,,91.0
11,"Gawn, Max",9,6,6,15,2,1.0,17.0,5.0,2.0,2.0,2.0,,,,,6.0,6.0,3.0,1.0,2.0,,,90.0
6,"Grundy, Brodie",4,3,2,6,2,,16.0,4.0,,1.0,1.0,7.0,,7.0,,2.0,4.0,,1.0,3.0,,,68.0
4 ↑,"Harmes, James",4,1,2,6,,1.0,,1.0,,3.0,1.0,,,,,2.0,5.0,,,1.0,,,18.0
12,"Hunter, Lachie",13,3,10,23,,,,,,4.0,7.0,2.0,3.0,1.0,,8.0,14.0,,,3.0,,,88.0
23,"Jordon, James",7,2,10,17,1,,,3.0,,2.0,1.0,3.0,2.0,,,5.0,12.0,,,,,,67.0
15,"Langdon, Ed",5,2,7,12,,1.0,,1.0,2.0,1.0,,1.0,,,,4.0,6.0,,1.0,,,,88.0
8,"Lever, Jake",5,2,5,10,,,,1.0,2.0,2.0,,4.0,,2.0,,3.0,7.0,,,7.0,,,100.0
1,"May, Steven",11,4,2,13,,,,1.0,6.0,1.0,,2.0,2.0,1.0,,2.0,6.0,,,3.0,1.0,,100.0
41,"McVee, Judd",5,3,7,12,,,,2.0,,2.0,,1.0,1.0,1.0,,4.0,9.0,,,4.0,,1.0,75.0
30,"Neal-Bullen, Alex",5,1,3,8,1,1.0,,6.0,1.0,2.0,1.0,1.0,1.0,,,3.0,4.0,,,2.0,,,73.0
13,"Oliver, Clayton",12,6,16,28,,,,4.0,1.0,5.0,6.0,1.0,2.0,,1.0,14.0,13.0,,,1.0,,1.0,80.0
5,"Petracca, Christian",12,2,14,26,1,1.0,,2.0,3.0,8.0,8.0,4.0,1.0,2.0,3.0,12.0,15.0,,,1.0,,2.0,83.0
35,"Petty, Harry",5,5,4,9,,,2.0,3.0,,2.0,,3.0,1.0,,,3.0,7.0,1.0,1.0,2.0,,,81.0
36,"Pickett, Kysaiah",5,1,3,8,2,,,7.0,,2.0,2.0,2.0,1.0,1.0,,7.0,3.0,,1.0,1.0,,,84.0
24,"Rivers, Trent",12,6,7,19,,,,1.0,2.0,4.0,,3.0,,,,6.0,13.0,1.0,,4.0,,,84.0
32,"Sparrow, Tom",8,3,7,15,1,1.0,,7.0,1.0,5.0,1.0,1.0,,1.0,,5.0,10.0,,1.0,1.0,,,67.0
42 ↓,"Turner, Daniel",8,3,1,9,,,,2.0,2.0,,,2.0,1.0,1.0,,2.0,7.0,1.0,,,,,74.0
2,"van Rooyen, Jacob",5,2,3,8,1,,2.0,4.0,,2.0,,5.0,2.0,4.0,,4.0,5.0,2.0,1.0,3.0,,,79.0
7,"Viney, Jack",11,2,10,21,,1.0,,7.0,,4.0,3.0,5.0,4.0,1.0,,10.0,13.0,1.0,1.0,2.0,,2.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,66,146,323,13,12.0,37.0,66.0,30.0,61.0,36.0,53.0,23.0,23.0,4.0,122.0,195.0,10.0,11.0,42.0,1.0,7.0,
Opposition,Opposition,227,94,121,348,13,7.0,37.0,44.0,48.0,45.0,43.0,70.0,23.0,23.0,2.0,149.0,188.0,11.0,12.0,39.0,7.0,10.0,
