Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 159d,48 (10-0-38 20.83%),35 (0.73),←,
15,"Anderson, Noah",19y 152d,7 (4-0-3 57.14%),2 (0.29),←,
10,"Ballard, Charlie",20y 361d,38 (8-0-30 21.05%),1 (0.03),←,
3,"Bowes, Jack",22y 174d,49 (12-0-37 24.49%),12 (0.24),←,
35,"Budarick, Connor",19y 103d,7 (4-0-3 57.14%),1 (0.14),←,
25,"Collins, Sam",26y 33d,30 (10-0-20 33.33%),,16 (7-0-9 43.75%),
12,"Day, Sam",27y 316d,127 (36-1-90 28.74%),92 (0.72),←,
4,"Ellis, Brandon",26y 350d,182 (112-1-69 61.81%),60 (0.33),6 (3-0-3 50.00%),2 (0.33)
21,"Greenwood, Hugh",28y 134d,58 (34-1-23 59.48%),37 (0.64),7 (4-0-3 57.14%),1 (0.14)
1,"Hanley, Pearce",31y 246d,167 (48-0-119 28.74%),60 (0.36),38 (10-0-28 26.32%),2 (0.05)
5,"Harbrow, Jarrod",32y,251 (88-2-161 35.46%),54 (0.22),181 (48-1-132 26.80%),33 (0.18)
39,"Holman, Nick",25y 50d,50 (12-0-38 24.00%),23 (0.46),41 (11-0-30 26.83%),23 (0.56)
34,"King, Ben",20y 11d,21 (4-0-17 19.05%),29 (1.38),←,
13,"Lukosius, Jack",19y 344d,28 (7-0-21 25.00%),6 (0.21),←,
44,"Macpherson, Darcy",22y 263d,46 (10-0-36 21.74%),25 (0.54),←,
11,"Miller, Touk",24y 147d,107 (24-1-82 22.90%),29 (0.27),←,
27,"Powell, Wil",20y 327d,25 (8-0-17 32.00%),9 (0.36),←,
22,"Rankine, Izak",20y 86d,2 (1-0-1 50.00%),5 (2.50),←,
6,"Sexton, Alex",26y 228d,125 (32-0-93 25.60%),115 (0.92),←,
24,"Swallow, David",27y 242d,145 (37-0-108 25.52%),70 (0.48),←,
14,"Weller, Lachie",24y 146d,93 (24-0-69 25.81%),30 (0.32),46 (10-0-36 21.74%),13 (0.28)
28,"Witts, Jarrod",27y 309d,109 (35-0-74 32.11%),25 (0.23),69 (17-0-52 24.64%),7 (0.10)
Totals,Totals,24y 157d,1715 (560-6-1149 32.65%),720 (0.42),,
C,"Dew, Stuart",40y 335d,51 (11-0-40 21.57%),,←,
