Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",14.0,5.0,14.0,28.0,3.0,1.0,,1.0,,,,,3.0,4.0,2.0,,,,,,,,
21,"Christian, Michael",5.0,3.0,10.0,15.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,
28,"Crosisca, Gavin",9.0,5.0,3.0,12.0,2.0,,,3.0,,,,,1.0,3.0,,,,,,,,,
2,"Francis, Tony",14.0,3.0,2.0,16.0,,,,2.0,,,,,4.0,5.0,,,,,,,,,
47,"Fraser, Mark",,,,,,,,1.0,,,,,,,,,,,,,,,
23,"Kelly, Craig",5.0,4.0,1.0,6.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,
34,"McGuane, Mick",19.0,3.0,3.0,22.0,4.0,4.0,,1.0,,,,,2.0,2.0,,,,,,,,,
1,"Monkhorst, Damian",8.0,8.0,8.0,16.0,,,9.0,1.0,,,,,4.0,1.0,,,,,,,,,
7,"Morwood, Shane",14.0,3.0,5.0,19.0,,,1.0,2.0,,,,,3.0,,,,,,,,,,
4,"Pert, Gary",13.0,3.0,2.0,15.0,,,,2.0,,,,,2.0,3.0,,,,,,,,,
13,"Richardson, Alan",14.0,3.0,5.0,19.0,,,,3.0,,,,,2.0,,3.0,,,,,,,,
36,"Rocca, Saverio",10.0,6.0,1.0,11.0,6.0,3.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,
32,"Rowe, Brad",5.0,2.0,7.0,12.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Russell, Scott",15.0,2.0,6.0,21.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,
31,"Saunders, Darren",7.0,,1.0,8.0,,,,4.0,,,,,1.0,2.0,,,,,,,,,
22,"Shaw, Tony",18.0,1.0,10.0,28.0,,,,2.0,,,,,,,,,,,,,,,
27,"Starcevich, Craig",3.0,2.0,,3.0,,,,1.0,,,,,,,,,,,,,,,
14,"Watson, Shane",16.0,5.0,8.0,24.0,,,,3.0,,,,,1.0,,,,,,,,,,
10,"Williams, Paul",7.0,3.0,11.0,18.0,1.0,1.0,,4.0,,,,,1.0,,,,,,,,,,
19,"Wright, Graham",19.0,2.0,6.0,25.0,,,,1.0,,,,,,,,,,,,,,,
Totals,Totals,215.0,63.0,103.0,318.0,21.0,11.0,15.0,36.0,,,,,27.0,25.0,6.0,,,,,,,,
Opposition,Opposition,179.0,52.0,102.0,281.0,15.0,11.0,21.0,23.0,,,,,25.0,27.0,,,,,,,,,
