Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
32,"Bell, James",23y 74d,25 (15-0-10 60.00%),9 (0.36),←,
22,"Blakey, Nick",22y 57d,60 (29-0-31 48.33%),31 (0.52),←,
16,"Campbell, Braeden",20y 80d,14 (11-0-3 78.57%),2 (0.14),←,
7,"Cunningham, Harry",28y 140d,157 (94-0-63 59.87%),48 (0.31),←,
13,"Florent, Oliver",23y 277d,99 (51-0-48 51.52%),36 (0.36),←,
23,"Franklin, Lance",35y 85d,323 (204-1-118 63.31%),1007 (3.12),141 (95-0-46 67.38%),427 (3.03)
21,"Gulden, Errol",19y 281d,24 (17-0-7 70.83%),19 (0.79),←,
9,"Hayward, Will",23y 181d,95 (50-0-45 52.63%),110 (1.16),←,
5,"Heeney, Isaac",25y 355d,135 (86-0-49 63.70%),163 (1.21),←,
12,"Kennedy, Josh",33y 309d,285 (174-2-109 61.40%),155 (0.54),272 (169-2-101 62.50%),151 (0.56)
19,"Ladhams, Peter",24y 101d,35 (25-0-10 71.43%),22 (0.63),3 (3-0-0 100.00%),1 (0.33)
44,"Lloyd, Jake",28y 217d,181 (111-0-70 61.33%),31 (0.17),←,
39,"McCartin, Paddy",26y 6d,41 (15-1-25 37.80%),34 (0.83),6 (5-0-1 83.33%),
30,"McCartin, Tom",22y 116d,76 (41-0-35 53.95%),28 (0.37),←,
6,"McDonald, Logan",20y 21d,11 (9-0-2 81.82%),12 (1.09),←,
27,"McInerney, Justin",21y 250d,35 (20-0-15 57.14%),15 (0.43),←,
2,"McLean, Hayden",23y 95d,28 (15-0-13 53.57%),25 (0.89),←,
14,"Mills, Callum",25y 23d,116 (65-0-51 56.03%),11 (0.09),←,
26,"Parker, Luke",29y 182d,241 (149-1-91 62.03%),183 (0.76),←,
24,"Rampe, Dane",31y 327d,196 (126-1-69 64.54%),6 (0.03),←,
25,"Ronke, Ben",24y 128d,40 (21-0-19 52.50%),39 (0.98),←,
8,"Rowbottom, James",21y 218d,51 (24-0-27 47.06%),15 (0.29),←,
1,"Warner, Chad",20y 341d,20 (12-0-8 60.00%),13 (0.65),←,
Totals,Totals,25y 9d,2288 (1364-6-918 59.62%),2014 (0.88),,
C,"Longmire, John",51y 115d,264 (164-2-98 62.50%),,←,
