Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",27y 119d,183 (124-2-57 68.31%),112 (0.61),←,
35,"Chapman, Paul",29y 148d,200 (126-2-72 63.50%),265 (1.33),←,
28,"Christensen, Allen",19y 318d,1 (1-0-0 100.00%),,←,
11,"Corey, Joel",29y 44d,215 (135-2-78 63.26%),64 (0.30),←,
22,"Duncan, Mitch",19y 296d,10 (9-0-1 90.00%),11 (1.10),←,
44,"Enright, Corey",29y 200d,201 (127-2-72 63.68%),50 (0.25),←,
29,"Guthrie, Cameron",18y 226d,2 (2-0-0 100.00%),,←,
26,"Hawkins, Tom",22y 255d,63 (51-0-12 80.95%),80 (1.27),←,
8,"Hunt, Josh",29y 19d,148 (97-1-50 65.88%),17 (0.11),←,
19,"Hunt, Taylor",20y 148d,9 (8-0-1 88.89%),1 (0.11),←,
20,"Johnson, Steve",27y 272d,154 (108-2-44 70.78%),314 (2.04),←,
9,"Kelly, James",27y 94d,172 (113-1-58 65.99%),70 (0.41),←,
45,"Ling, Cameron",30y 34d,226 (144-3-79 64.38%),123 (0.54),←,
4,"Mackie, Andrew",26y 238d,130 (100-0-30 76.92%),64 (0.49),←,
10,"Menzel, Daniel",19y 201d,5 (5-0-0 100.00%),7 (1.40),←,
39,"Milburn, Darren",33y 352d,280 (169-1-110 60.54%),92 (0.33),←,
6,"Ottens, Brad",31y 67d,227 (124-1-102 54.85%),246 (1.08),98 (71-1-26 72.96%),94 (0.96)
31,"Podsiadly, James",29y 204d,20 (14-0-6 70.00%),50 (2.50),←,
27,"Stokes, Mathew",26y 131d,91 (73-0-18 80.22%),138 (1.52),←,
7,"Taylor, Harry",24y 294d,68 (56-0-12 82.35%),8 (0.12),←,
5,"Varcoe, Travis",22y 357d,78 (67-0-11 85.90%),84 (1.08),←,
40,"Wojcinski, David",30y 196d,179 (117-2-60 65.92%),55 (0.31),←,
Totals,Totals,26y 75d,2662 (1770-19-873 66.49%),1851 (0.70),,
C,"Scott, Chris",34y 334d,2 (2-0-0 100.00%),,←,
