Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",13,,12,25,,,,9.0,3.0,6.0,4.0,6.0,1.0,3.0,,12,10,,,1.0,,1.0,83.0
27,"Ainsworth, Ben",6,5.0,3,9,,,,2.0,,3.0,,1.0,,,,4,5,1.0,,,,,75.0
20,"Barlow, Michael",10,3.0,7,17,1.0,2.0,,5.0,3.0,2.0,4.0,2.0,1.0,,,9,8,1.0,1.0,,,1.0,76.0
33,"Hall, Aaron",12,2.0,9,21,,1.0,,4.0,,4.0,,2.0,,,,4,16,1.0,,2.0,,2.0,85.0
1,"Hanley, Pearce",7,5.0,8,15,,,,1.0,5.0,2.0,,5.0,,2.0,,4,10,,,2.0,,,86.0
38,"Joyce, Jesse",2,,4,6,,,,5.0,1.0,,3.0,4.0,1.0,3.0,,6,3,,,4.0,,,81.0
10,"Kolodjashnij, Kade",14,5.0,4,18,,,,1.0,6.0,3.0,,3.0,1.0,1.0,,4,13,,,1.0,,,88.0
23,"Lemmens, Sean",4,2.0,4,8,1.0,2.0,,3.0,,1.0,,1.0,3.0,1.0,,7,1,1.0,1.0,,,,76.0
21,"Leslie, Jack",8,3.0,4,12,,,,6.0,1.0,2.0,1.0,3.0,3.0,2.0,,5,7,,,4.0,,,98.0
7,"Lonergan, Jesse",7,1.0,10,17,,,,3.0,1.0,2.0,2.0,1.0,,,,9,7,,,,,,65.0
19,"Lynch, Tom",6,1.0,4,10,,1.0,,2.0,,2.0,1.0,5.0,2.0,2.0,,8,3,1.0,,2.0,,,100.0
25,"Lyons, Jarryd",16,3.0,8,24,2.0,,,5.0,1.0,6.0,6.0,2.0,,,,11,12,,,1.0,1.0,2.0,75.0
4,"Martin, Jack",7,2.0,6,13,3.0,,,,1.0,1.0,,3.0,1.0,2.0,,7,7,1.0,2.0,1.0,,,77.0
32,"Matera, Brandon",7,,1,8,1.0,,,4.0,,3.0,2.0,,1.0,,,3,4,,,,,,74.0
17,"May, Steven",11,4.0,3,14,,,,3.0,4.0,1.0,1.0,3.0,1.0,,,5,7,,,9.0,,,95.0
3,"Rosa, Matt",13,5.0,8,21,,,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,8,15,,,2.0,,,86.0
42,"Saad, Adam",6,1.0,11,17,,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,,7,12,,,5.0,4.0,1.0,69.0
6,"Sexton, Alex",8,2.0,4,12,1.0,,,2.0,1.0,,,4.0,,1.0,,3,9,,,1.0,,1.0,79.0
24,"Swallow, David",11,3.0,7,18,1.0,,,7.0,2.0,2.0,2.0,2.0,,,,6,12,,2.0,1.0,,,79.0
34,"Willis, Mackenzie",4,1.0,5,9,,,,,,1.0,,1.0,,1.0,,3,6,,,2.0,,,80.0
28,"Witts, Jarrod",3,2.0,6,9,,,39.0,5.0,3.0,,3.0,2.0,,1.0,,4,6,,,5.0,,,86.0
30,"Wright, Peter",3,1.0,6,9,1.0,,3.0,4.0,1.0,1.0,2.0,,,,,8,4,,,5.0,,1.0,86.0
Totals,Totals,178,51.0,134,312,11.0,7.0,42.0,77.0,36.0,44.0,32.0,53.0,18.0,21.0,,137,177,6.0,6.0,48.0,5.0,9.0,
Opposition,Opposition,255,104.0,152,407,12.0,11.0,38.0,80.0,31.0,54.0,39.0,53.0,21.0,18.0,6.0,163,242,13.0,11.0,62.0,3.0,10.0,
