Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",19y 272d,22 (11-0-11 50.00%),6 (0.27),←,
12,"Akermanis, Jason",28y 171d,232 (146-4-82 63.79%),292 (1.26),194 (123-3-68 64.18%),248 (1.28)
46,"Baird, Travis",19y 20d,2 (1-0-1 50.00%),1 (0.50),←,
36,"Bradshaw, Daniel",26y 266d,157 (97-2-58 62.42%),302 (1.92),154 (94-2-58 61.69%),302 (1.96)
17,"Brennan, Jared",21y 17d,19 (13-0-6 68.42%),14 (0.74),←,
30,"Copeland, Robert",24y 80d,90 (64-0-26 71.11%),19 (0.21),←,
18,"Corrie, Anthony",21y 53d,25 (12-0-13 48.00%),24 (0.96),←,
2,"Johnson, Chris",29y 76d,242 (122-3-117 51.03%),157 (0.65),183 (115-3-65 63.66%),90 (0.49)
44,"Lappin, Nigel",29y 54d,257 (153-4-100 60.31%),170 (0.66),196 (121-3-72 62.50%),130 (0.66)
9,"McGrath, Ashley",22y 86d,70 (44-1-25 63.57%),59 (0.84),←,
25,"McLaren, Dylan",23y 98d,44 (31-0-13 70.45%),5 (0.11),←,
21,"Merrett, Daniel",20y 245d,14 (8-0-6 57.14%),13 (0.93),←,
15,"Michael, Mal",28y 51d,178 (103-1-74 58.15%),27 (0.15),117 (82-1-34 70.51%),4 (0.03)
10,"Moody, Matthew",19y 325d,5 (2-0-3 40.00%),3 (0.60),←,
8,"Notting, Tim",26y 297d,132 (90-1-41 68.56%),108 (0.82),←,
6,"Power, Luke",25y 218d,152 (101-1-50 66.78%),161 (1.06),←,
5,"Scott, Brad",29y 103d,149 (88-2-59 59.73%),44 (0.30),127 (80-2-45 63.78%),38 (0.30)
22,"Scott, Chris",29y 103d,211 (126-3-82 60.43%),79 (0.37),156 (99-2-55 64.10%),56 (0.36)
29,"Sherman, Justin",18y 200d,17 (9-0-8 52.94%),12 (0.71),←,
24,"Spaanderman, Llane",19y 185d,2 (1-0-1 50.00%),1 (0.50),←,
3,"Voss, Michael",30y 38d,266 (160-2-104 60.53%),241 (0.91),187 (122-1-64 65.51%),169 (0.90)
33,"White, Darryl",32y 63d,267 (145-5-117 55.24%),165 (0.62),177 (106-3-68 60.73%),59 (0.33)
Totals,Totals,24y 270d,2553 (1527-29-997 59.81%),1903 (0.75),,
C,"Matthews, Leigh",53y 166d,393 (241-6-146 62.09%),,169 (116-1-52 68.93%),
