Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",28y 21d,139 (66-0-73 47.48%),43 (0.31),←,
18,"Bond, Troy",24y 42d,69 (42-0-27 60.87%),49 (0.71),33 (16-0-17 48.48%),23 (0.70)
44,"Caven, Peter",27y 101d,94 (40-0-54 42.55%),43 (0.46),37 (19-0-18 51.35%),22 (0.59)
19,"Chalmers, Brett",24y 124d,49 (20-1-28 41.84%),7 (0.14),←,
14,"Connell, Matthew",25y 22d,50 (19-0-31 38.00%),15 (0.30),47 (17-0-30 36.17%),15 (0.32)
9,"Edwards, Tyson",21y 19d,43 (20-0-23 46.51%),14 (0.33),←,
13,"Ellen, Shane",24y 236d,33 (12-0-21 36.36%),3 (0.09),22 (7-0-15 31.82%),2 (0.09)
34,"Hart, Ben",23y 47d,128 (61-1-66 48.05%),25 (0.20),←,
35,"Jameson, Rod",27y 56d,127 (64-1-62 50.79%),87 (0.69),←,
3,"Jarman, Darren",30y 209d,147 (86-0-61 58.50%),194 (1.32),38 (21-0-17 55.26%),72 (1.89)
28,"Johnson, Kane",19y 163d,20 (11-0-9 55.00%),6 (0.30),←,
5,"Koster, Kym",24y 205d,66 (38-1-27 58.33%),27 (0.41),28 (18-0-10 64.29%),14 (0.50)
23,"McLeod, Andrew",21y 21d,55 (27-0-28 49.09%),45 (0.82),←,
6,"Modra, Tony",28y 177d,106 (48-1-57 45.75%),417 (3.93),←,
15,"Pittman, David",28y 183d,94 (44-1-49 47.34%),23 (0.24),←,
52,"Rehn, Shaun",26y 8d,87 (47-1-39 54.60%),34 (0.39),←,
42,"Rintoul, Chad",23y 25d,6 (3-0-3 50.00%),4 (0.67),←,
10,"Robran, Matthew",26y 159d,62 (32-0-30 51.61%),58 (0.94),55 (28-0-27 50.91%),53 (0.96)
24,"Sampson, Clay",21y 182d,18 (10-0-8 55.56%),4 (0.22),5 (4-0-1 80.00%),3 (0.60)
7,"Smart, Nigel",28y 96d,137 (64-1-72 47.08%),68 (0.50),←,
30,"Vardy, Peter",21y 211d,28 (14-0-14 50.00%),30 (1.07),←,
Totals,Totals,24y 353d,1558 (768-8-782 49.29%),1196 (0.77),,
C,"Blight, Malcolm",47y 190d,182 (108-0-74 59.34%),,21 (13-0-8 61.90%),
