Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
25,"Bode, Matthew",18y 273d,1 (0-0-1 0.00%),1 (1.00),←,
5,"Bond, Shane",22y 263d,57 (34-1-22 60.53%),27 (0.47),23 (10-1-12 45.65%),7 (0.30)
26,"Burgoyne, Peter",20y 59d,16 (7-1-8 46.88%),16 (1.00),←,
6,"Cummings, Scott",24y 70d,62 (35-3-24 58.87%),155 (2.50),22 (10-1-11 47.73%),72 (3.27)
28,"Daniels, Stephen",21y 207d,11 (4-1-6 40.91%),1 (0.09),←,
37,"Dew, Stuart",18y 223d,2 (0-0-2 0.00%),,←,
19,"Dickie, Donald",25y 325d,23 (10-1-12 45.65%),6 (0.26),←,
11,"Eagleton, Nathan",19y 139d,19 (8-1-10 44.74%),14 (0.74),←,
17,"Fiegert, Nigel",22y 60d,5 (2-0-3 40.00%),3 (0.60),←,
10,"Francou, Josh",23y 234d,23 (10-1-12 45.65%),17 (0.74),←,
39,"Heuskes, Adam",22y 9d,72 (35-1-36 49.31%),6 (0.08),23 (10-1-12 45.65%),
29,"Kingsley, Adam",22y 221d,13 (7-0-6 53.85%),2 (0.15),←,
20,"Lade, Brendon",21y 262d,23 (10-1-12 45.65%),15 (0.65),←,
9,"Lyle, Brayden",25y 23d,47 (23-1-23 50.00%),10 (0.21),21 (9-1-11 45.24%),5 (0.24)
33,"Mead, Darren",27y,23 (10-1-12 45.65%),2 (0.09),←,
13,"Morton, Danny",24y 271d,31 (4-0-27 12.90%),17 (0.55),1 (0-0-1 0.00%),
4,"Naish, Chris",26y 183d,144 (59-1-84 41.32%),214 (1.49),1 (0-0-1 0.00%),2 (2.00)
14,"Paxman, Stephen",27y 115d,125 (32-1-92 26.00%),18 (0.14),23 (10-1-12 45.65%),
30,"Poole, Darryl",25y 362d,11 (4-0-7 36.36%),9 (0.82),←,
2,"Primus, Matthew",23y 76d,43 (11-1-31 26.74%),11 (0.26),23 (10-1-12 45.65%),6 (0.26)
16,"Tredrea, Warren",19y 95d,2 (0-0-2 0.00%),,←,
15,"Wilson, Michael",21y 128d,23 (10-1-12 45.65%),13 (0.57),←,
Totals,Totals,22y 330d,776 (315-17-444 40.59%),557 (0.72),,
C,"Cahill, John",57y 336d,70 (37-1-32 53.57%),,23 (10-1-12 45.65%),
