Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
42,"Arnott, Simon",20y 67d,6 (3-0-3 50.00%),3 (0.50),←,
27,"Chapman, Wade",20y 109d,24 (6-0-18 25.00%),6 (0.25),←,
8,"Cresswell, Daryn",24y 335d,73 (14-0-59 19.18%),65 (0.89),←,
18,"Direen, Scott",23y 184d,41 (12-0-29 29.27%),9 (0.22),←,
6,"Dunkley, Andrew",27y 297d,79 (17-1-61 22.15%),7 (0.09),←,
12,"Dyson, Kevin",28y 353d,74 (37-0-37 50.00%),25 (0.34),4 (2-0-2 50.00%),
10,"Filandia, Peter",25y 343d,37 (13-0-24 35.14%),35 (0.95),24 (6-0-18 25.00%),21 (0.88)
9,"Grant, Shannon",19y 2d,14 (4-0-10 28.57%),9 (0.64),←,
25,"Gray, Troy",23y 55d,49 (12-1-36 25.51%),23 (0.47),←,
39,"Heuskes, Adam",20y 32d,31 (11-0-20 35.48%),4 (0.13),←,
14,"Kelly, Paul",26y 268d,116 (25-2-89 22.41%),70 (0.60),←,
24,"Kickett, Derek",33y 198d,131 (65-1-65 50.00%),161 (1.23),42 (13-0-29 30.95%),55 (1.31)
4,"Lockett, Tony",30y 43d,206 (78-0-128 37.86%),1027 (4.99),23 (10-0-13 43.48%),129 (5.61)
34,"Luff, Troy",26y 151d,44 (10-1-33 23.86%),33 (0.75),←,
11,"Maxfield, Stuart",24y 12d,93 (37-1-55 40.32%),67 (0.72),4 (2-0-2 50.00%),2 (0.50)
36,"Nicks, Matthew",20y 344d,2 (2-0-0 100.00%),1 (0.50),←,
19,"OLoughlin, Michael",19y 61d,15 (5-0-10 33.33%),14 (0.93),←,
16,"Rocca, Anthony",18y 250d,16 (6-0-10 37.50%),9 (0.56),←,
1,"Roos, Paul",32y 299d,293 (119-0-174 40.61%),278 (0.95),24 (9-0-15 37.50%),8 (0.33)
7,"Seymour, Brad",19y 354d,20 (4-0-16 20.00%),1 (0.05),←,
15,"Stafford, Greg",21y 238d,21 (3-0-18 14.29%),4 (0.19),←,
Totals,Totals,24y 68d,1385 (483-7-895 34.87%),1851 (1.34),,
C,"Eade, Rodney",38y 17d,4 (2-0-2 50.00%),,←,
