Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,3,16,26,,,,3.0,,,,,,2.0,,,,,,,,,
32,"Baldwin, Jason",10,4,1,11,,,,,,,,,1.0,2.0,,,,,,,,,
5,"Barker, John",11,5,,11,,,,,,,,,3.0,1.0,,,,,,,,,
41,"Bird, Peter",7,3,6,13,,,,,,,,,,,,,,,,,,,
14,"Bizzotto, Frank",6,1,7,13,,,,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Boyd, Brad",7,5,9,16,5,1.0,,,,,,,,,,,,,,,,,
40,"Bruce, Jeff",13,6,2,15,,,,,,,,,3.0,,,,,,,,,,
27,"Chandler, Brett",1,,,1,,,,2.0,,,,,1.0,,,,,,,,,,
35,"Cook, Brett",5,2,3,8,1,1.0,6.0,,,,,,1.0,,,,,,,,,,
31,"Dent, Matthew",7,3,4,11,,,,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Hawkins, Doug",3,,3,6,,,,,,,,,,,,,,,,,,,
10,"Hogg, Jeff",13,5,3,16,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
19,"Holmes, Darren",8,2,4,12,,,,2.0,,,,,,1.0,,,,,,,,,
2,"Johnson, Chris",3,2,3,6,,,,1.0,,,,,,2.0,,,,,,,,,
36,"Lamb, Wayne",5,1,7,12,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
38,"McCarthy, Adam",7,2,5,12,,,,1.0,,,,,,1.0,,,,,,,,,
11,"McGregor, Anthony",6,2,3,9,,,,,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",13,4,10,23,,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",3,2,5,8,,,3.0,2.0,,,,,1.0,1.0,,,,,,,,,
8,"Pike, Martin",10,4,3,13,,2.0,,,,,,,,,,,,,,,,,
16,"Zanotti, Mark",16,2,3,19,,,,,,,,,4.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,58,97,261,7,10.0,11.0,19.0,,,,,20.0,16.0,,,,,,,,,
Opposition,Opposition,223,96,141,364,21,25.0,20.0,32.0,,,,,16.0,20.0,6.0,,,,,,,,
