Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",26y 293d,128 (48-2-78 38.28%),126 (0.98),108 (44-2-62 41.67%),105 (0.97)
17,"Burns, Scott",24y 143d,76 (29-1-46 38.82%),31 (0.41),←,
19,"Davis, Nick",19y 46d,6 (1-0-5 16.67%),2 (0.33),←,
9,"Freeborn, Glenn",26y 98d,63 (39-0-24 61.90%),32 (0.51),8 (1-0-7 12.50%),5 (0.63)
43,"Godden, Luke",20y 236d,28 (8-0-20 28.57%),,←,
38,"Jacotine, Craig",18y 328d,4 (1-0-3 25.00%),2 (0.50),←,
40,"King, Clinton",21y 52d,23 (8-0-15 34.78%),12 (0.52),14 (3-0-11 21.43%),8 (0.57)
30,"Kinnear, Ben",20y 77d,7 (2-0-5 28.57%),,←,
33,"Lane, Tyson",22y 263d,26 (10-0-16 38.46%),27 (1.04),7 (1-0-6 14.29%),8 (1.14)
32,"Licuria, Paul",21y 131d,16 (3-0-13 18.75%),7 (0.44),6 (1-0-5 16.67%),5 (0.83)
24,"Lockyer, Tarkyn",19y 197d,1 (1-0-0 100.00%),,←,
48,"Michael, Mal",21y 325d,32 (13-0-19 40.63%),3 (0.09),←,
1,"Monkhorst, Damian",29y 267d,195 (105-4-86 54.87%),45 (0.23),←,
34,"Oborne, Brad",18y 330d,3 (1-0-2 33.33%),4 (1.33),←,
2,"Orchard, Mark",23y 43d,61 (30-1-30 50.00%),10 (0.16),20 (6-1-13 32.50%),5 (0.25)
6,"Patterson, Stephen",28y 131d,85 (33-1-51 39.41%),80 (0.94),←,
35,"Prestigiacomo, Simon",21y 104d,34 (11-0-23 32.35%),2 (0.06),←,
23,"Rocca, Anthony",21y 273d,64 (27-0-37 42.19%),69 (1.08),42 (16-0-26 38.10%),58 (1.38)
12,"Schauble, Andrew",22y 179d,71 (26-0-45 36.62%),10 (0.14),←,
44,"Scotland, Heath",18y 298d,6 (1-0-5 16.67%),,←,
20,"Tarrant, Chris",18y 239d,15 (5-0-10 33.33%),5 (0.33),←,
10,"Williams, Paul",26y 42d,159 (73-2-84 46.54%),191 (1.20),←,
Totals,Totals,22y 136d,1103 (475-11-617 43.06%),658 (0.60),,
C,"Shaw, Tony",38y 296d,74 (27-0-47 36.49%),,←,
