Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",5,,7,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
35,"Baxter, Darren",9,1,1,10,,,,2.0,,,,,2.0,1.0,,,,,,,,,
6,"Campbell, Tony",6,2,,6,1,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
20,"Coleman, Glenn",9,4,3,12,1,,1.0,,,,,,2.0,6.0,,,,,,,,,
26,"Del-Re, Danny",10,4,2,12,1,4.0,,,,,,,3.0,2.0,,,,,,,,,
29,"Grant, Chris",5,1,1,6,,,,2.0,,,,,1.0,2.0,,,,,,,,,
7,"Hawkins, Doug",3,4,9,12,1,,,1.0,,,,,,2.0,,,,,,,,,
10,"Hunter, Mark",9,2,1,10,,,,,,,,,4.0,,,,,,,,,,
21,"Kolyniuk, Steven",4,,4,8,1,,,,,,,,2.0,,,,,,,,,,
46,"Kretiuk, Steven",8,6,5,13,,,,,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",17,3,10,27,,,,3.0,,,,,2.0,3.0,,,,,,,,,
27,"Macpherson, Stephen",17,3,5,22,,1.0,,3.0,,,,,3.0,3.0,,,,,,,,,
25,"Mansfield, Matthew",5,1,,5,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
2,"Reynolds, Keenan",8,4,1,9,,,1.0,,,,,,,1.0,,,,,,,,,
33,"Royal, Brian",3,1,4,7,1,,,,,,,,1.0,2.0,,,,,,,,,
34,"Sexton, Ben",10,2,5,15,,,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Standfield, Barry",7,3,2,9,,1.0,,,,,,,2.0,1.0,,,,,,,,,
8,"Toohey, Bernard",7,3,4,11,,,,3.0,,,,,2.0,2.0,,,,,,,,,
24,"Wallis, Stephen",15,4,5,20,,,,3.0,,,,,2.0,3.0,,,,,,,,,
15,"Wynd, Scott",4,7,10,14,,,13.0,2.0,,,,,2.0,6.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,55,79,240,7,12.0,15.0,23.0,,,,,32.0,41.0,,,,,,,,,
Opposition,Opposition,202,69,89,291,19,22.0,17.0,26.0,,,,,41.0,34.0,6.0,,,,,,,,
