Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",19y 324d,7 (3-0-4 42.86%),3 (0.43),←,
17,"Brown, Nathan",22y 79d,56 (33-1-22 59.82%),39 (0.70),←,
19,"Contessa, Adam",23y 122d,23 (14-1-8 63.04%),6 (0.26),←,
26,"Cox, Simon",23y 95d,35 (16-0-19 45.71%),14 (0.40),←,
16,"Croft, Matthew",27y 63d,114 (66-3-45 59.21%),47 (0.41),←,
11,"Curley, Todd",27y 106d,87 (45-2-40 52.87%),38 (0.44),84 (43-2-39 52.38%),37 (0.44)
14,"Darcy, Luke",24y 292d,103 (55-2-46 54.37%),72 (0.70),←,
28,"Dimattina, Paul",25y 159d,71 (42-1-28 59.86%),29 (0.41),←,
12,"Dooley, Paul",24y 209d,2 (1-0-1 50.00%),1 (0.50),←,
10,"Eagleton, Nathan",21y 171d,64 (29-2-33 46.88%),52 (0.81),8 (3-0-5 37.50%),7 (0.88)
32,"Ellis, Craig",24y 330d,80 (42-1-37 53.13%),4 (0.05),←,
4,"Garlick, Simon",25y 19d,99 (57-1-41 58.08%),68 (0.69),55 (33-1-21 60.91%),41 (0.75)
3,"Grant, Chris",27y 138d,220 (118-4-98 54.55%),409 (1.86),←,
9,"Hudson, Paul",29y 284d,205 (123-1-81 60.24%),415 (2.02),71 (43-1-27 61.27%),151 (2.13)
25,"Hunter, Kingsley",24y 338d,50 (18-0-32 36.00%),87 (1.74),9 (4-0-5 44.44%),1 (0.11)
6,"Johnson, Brad",23y 286d,131 (68-3-60 53.05%),116 (0.89),←,
39,"Liberatore, Tony",34y 78d,235 (126-3-106 54.26%),92 (0.39),←,
36,"Romero, Jose",28y 272d,188 (97-1-90 51.86%),154 (0.82),99 (48-1-50 48.99%),56 (0.57)
5,"Smith, Rohan",26y 334d,155 (84-3-68 55.16%),137 (0.88),←,
7,"West, Scott",25y 167d,155 (81-2-72 52.90%),61 (0.39),←,
1,"Wills, Andrew",28y 117d,142 (73-0-69 51.41%),123 (0.87),4 (2-0-2 50.00%),2 (0.50)
15,"Wynd, Scott",30y 95d,222 (115-4-103 52.70%),30 (0.14),←,
Totals,Totals,25y 318d,2444 (1306-35-1103 53.44%),1997 (0.82),,
C,"Wallace, Terry",41y 138d,90 (52-1-37 58.33%),,←,
