Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",22y 293d,42 (21-1-20 51.19%),27 (0.64),←,
11,"Bandy, Daniel",27y 132d,128 (43-1-84 33.98%),113 (0.88),23 (10-1-12 45.65%),33 (1.43)
12,"Bassett, Scott",24y 172d,16 (11-0-5 68.75%),2 (0.13),1 (1-0-0 100.00%),
40,"Birss, Shane",20y 19d,19 (9-1-9 50.00%),7 (0.37),←,
17,"Brown, Nathan",25y 48d,116 (62-2-52 54.31%),153 (1.32),←,
14,"Darcy, Luke",27y 261d,156 (81-3-72 52.88%),115 (0.74),←,
28,"Dimattina, Paul",28y 128d,111 (61-1-49 55.41%),50 (0.45),←,
10,"Eagleton, Nathan",24y 140d,113 (56-3-54 50.88%),90 (0.80),57 (30-1-26 53.51%),45 (0.79)
4,"Garlick, Simon",27y 354d,155 (83-2-70 54.19%),118 (0.76),111 (59-2-50 54.05%),91 (0.82)
13,"Giansiracusa, Daniel",21y 19d,35 (15-1-19 44.29%),36 (1.03),←,
3,"Grant, Chris",30y 107d,274 (143-5-126 53.10%),496 (1.81),←,
8,"Hahn, Mitch",21y 324d,30 (17-0-13 56.67%),5 (0.17),←,
25,"Hargrave, Ryan",21y 247d,20 (10-1-9 52.50%),4 (0.20),←,
22,"Harrison, Ben",28y 72d,119 (58-1-60 49.16%),48 (0.40),43 (20-1-22 47.67%),9 (0.21)
6,"Johnson, Brad",26y 255d,190 (97-4-89 52.11%),229 (1.21),←,
35,"Kretiuk, Steven",30y 269d,156 (88-3-65 57.37%),11 (0.07),←,
29,"McGuinness, Kieran",19y 265d,5 (2-1-2 50.00%),4 (0.80),←,
2,"Murphy, Robert",20y 294d,39 (19-1-19 50.00%),8 (0.21),←,
30,"Robbins, Matthew",25y 326d,57 (29-1-27 51.75%),16 (0.28),50 (25-1-24 51.00%),16 (0.32)
5,"Smith, Rohan",29y 303d,214 (112-4-98 53.27%),204 (0.95),←,
7,"West, Scott",28y 136d,211 (108-3-100 51.90%),83 (0.39),←,
21,"Wiggins, Patrick",22y 49d,6 (5-0-1 83.33%),1 (0.17),←,
Totals,Totals,25y 92d,2212 (1130-39-1043 51.08%),1820 (0.82),,
C,"Rohde, Peter",38y 131d,2 (2-0-0 100.00%),,←,
