Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Greg",25,9,6,31,,,,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Bewick, Darren",12,1,10,22,1,2.0,,,,,,,,1.0,,,,,,,,,
23,"Cransberg, Peter",13,5,4,17,,,,,,,,,2.0,2.0,3.0,,,,,,,,
6,"Daniher, Anthony",6,3,1,7,,,,1.0,,,,,3.0,1.0,,,,,,,,,
5,"Daniher, Terry",5,4,6,11,,,,1.0,,,,,,1.0,,,,,,,,,
15,"Ezard, Alan",19,4,4,23,,1.0,,2.0,,,,,,5.0,,,,,,,,,
29,"Grenvold, David",17,9,13,30,,1.0,,2.0,,,,,1.0,,2.0,,,,,,,,
16,"Hamilton, Paul",9,4,10,19,,,,2.0,,,,,,1.0,,,,,,,,,
9,"Kickett, Derek",12,5,4,16,2,1.0,,2.0,,,,,3.0,2.0,,,,,,,,,
4,"Long, Michael",12,4,5,17,3,,,1.0,,,,,2.0,2.0,,,,,,,,,
27,"Madden, Simon",5,2,1,6,1,,6.0,,,,,,3.0,2.0,,,,,,,,,
41,"Manning, Andrew",1,2,5,6,,,,,,,,,,1.0,,,,,,,,,
12,"OBrien, Craig",13,5,7,20,1,,,,,,,,2.0,4.0,,,,,,,,,
10,"ODonnell, Gary",16,2,6,22,,1.0,,,,,,,1.0,,,,,,,,,,
3,"Salmon, Paul",12,6,2,14,1,,13.0,,,,,,2.0,1.0,,,,,,,,,
17,"Sporn, Kieran",18,4,5,23,2,1.0,,,,,,,,3.0,,,,,,,,,
26,"Thompson, Mark",12,2,3,15,,,,,,,,,3.0,2.0,,,,,,,,,
18,"Vander Haar, Paul",2,1,2,4,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Walsh, Kevin",3,2,1,4,,,,,,,,,1.0,,,,,,,,,,
32,"Watson, Tim",13,6,8,21,3,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,80,103,328,14,13.0,20.0,15.0,,,,,27.0,31.0,5.0,,,,,,,,
Opposition,Opposition,207,76,106,313,11,12.0,13.0,23.0,,,,,31.0,27.0,1.0,,,,,,,,
