Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",29y 299d,140 (76-1-63 54.64%),503 (3.59),134 (71-1-62 53.36%),493 (3.68)
3,"Bairstow, Mark",28y 3d,81 (48-1-32 59.88%),103 (1.27),←,
27,"Bews, Andrew",27y 8d,163 (80-1-82 49.39%),120 (0.74),←,
30,"Bourke, Damian",26y 189d,92 (52-1-39 57.07%),11 (0.12),←,
40,"Brown, Paul",22y 82d,11 (7-0-4 63.64%),7 (0.64),←,
16,"Brownless, Bill",24y 180d,98 (50-1-47 51.53%),215 (2.19),←,
7,"Couch, Paul",27y 8d,133 (73-0-60 54.89%),106 (0.80),←,
28,"Darcy, Tim",27y 193d,117 (59-0-58 50.43%),37 (0.32),←,
33,"Forssman, Darren",20y 316d,13 (9-0-4 69.23%),8 (0.62),←,
29,"Hinkley, Ken",24y 300d,44 (22-0-22 50.00%),51 (1.16),33 (18-0-15 54.55%),30 (0.91)
32,"Hocking, Garry",22y 292d,73 (42-1-30 58.22%),73 (1.00),←,
1,"Hocking, Steve",26y 190d,137 (71-0-66 51.82%),9 (0.07),←,
10,"Hooper, Stephen",22y 79d,9 (7-0-2 77.78%),,←,
21,"Mansfield, Michael",19y 353d,17 (10-0-7 58.82%),20 (1.18),←,
43,"Merriman, Russell",23y 112d,10 (9-0-1 90.00%),19 (1.90),←,
24,"Poole, Trevor",27y 95d,124 (43-0-81 34.68%),77 (0.62),25 (13-0-12 52.00%),21 (0.84)
20,"Rogers, Andrew",26y 346d,59 (37-0-22 62.71%),3 (0.05),51 (32-0-19 62.75%),2 (0.04)
37,"Simpson, Sean",21y 102d,21 (13-0-8 61.90%),7 (0.33),14 (12-0-2 85.71%),6 (0.43)
34,"Spencer, Trevor",26y 29d,36 (23-0-13 63.89%),28 (0.78),2 (2-0-0 100.00%),
26,"Stoneham, Barry",23y 168d,102 (56-1-45 55.39%),83 (0.81),←,
Totals,Totals,24y 332d,1480 (787-7-686 53.18%),1480 (1.00),,
C,"Blight, Malcolm",41y 161d,81 (45-0-36 55.56%),,65 (39-0-26 60.00%),
