Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",27y 189d,111 (56-0-55 50.45%),43 (0.39),←,
44,"Carrazzo, Andrew",30y 196d,172 (69-3-100 40.99%),47 (0.27),←,
41,"Casboult, Levi",24y 106d,28 (11-0-17 39.29%),23 (0.82),←,
35,"Curnow, Ed",24y 234d,58 (32-1-25 56.03%),11 (0.19),←,
15,"Docherty, Sam",20y 255d,21 (8-0-13 38.10%),6 (0.29),8 (2-0-6 25.00%),5 (0.63)
33,"Everitt, Andrejs",25y 108d,93 (55-3-35 60.75%),42 (0.45),14 (4-0-10 28.57%),10 (0.71)
4,"Gibbs, Bryce",25y 106d,169 (77-1-91 45.86%),92 (0.54),←,
23,"Henderson, Lachie",24y 197d,97 (45-1-51 46.91%),76 (0.78),82 (37-1-44 45.73%),73 (0.89)
40,"Jamison, Michael",28y 18d,123 (56-1-66 45.93%),2 (0.02),←,
45,"Johnson, Blaine",18y 336d,1 (0-0-1 0.00%),,←,
5,"Judd, Chris",30y 294d,263 (148-3-112 56.84%),218 (0.83),129 (64-1-64 50.00%),80 (0.62)
14,"McLean, Brock",28y 110d,152 (62-1-89 41.12%),73 (0.48),58 (25-0-33 43.10%),34 (0.59)
2,"Menzel, Troy",19y 280d,20 (8-0-12 40.00%),28 (1.40),←,
3,"Murphy, Marc",26y 345d,178 (80-1-97 45.22%),140 (0.79),←,
12,"Robinson, Mitch",25y 22d,99 (50-1-48 51.01%),58 (0.59),←,
17,"Rowe, Sam",26y 222d,23 (9-0-14 39.13%),10 (0.43),←,
6,"Simpson, Kade",30y 55d,214 (88-2-124 41.59%),120 (0.56),←,
39,"Thomas, Dale",27y 8d,171 (107-2-62 63.16%),132 (0.77),14 (4-0-10 28.57%),11 (0.79)
42,"Tuohy, Zach",24y 201d,68 (34-0-34 50.00%),25 (0.37),←,
1,"Walker, Andrew",28y 42d,177 (67-3-107 38.70%),118 (0.67),←,
11,"Warnock, Robert",27y 161d,84 (40-1-43 48.21%),16 (0.19),63 (30-1-32 48.41%),12 (0.19)
13,"Yarran, Chris",23y 192d,97 (45-1-51 46.91%),79 (0.81),←,
Totals,Totals,25y 300d,2419 (1147-25-1247 47.42%),1359 (0.56),,
C,"Malthouse, Mick",60y 316d,702 (402-6-294 57.69%),,38 (16-0-22 42.11%),
