St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",23y 81d,23 (13-0-10 56.52%),7 (0.30),11 (5-0-6 45.45%),4 (0.36)
10,"Baker, Steven",25y 14d,101 (40-1-60 40.10%),22 (0.22),←,
14,"Ball, Luke",21y 11d,52 (31-0-21 59.62%),30 (0.58),←,
24,"Brooks, Barry",21y 163d,7 (3-0-4 42.86%),,←,
3,"Clarke, Xavier",21y 250d,63 (30-1-32 48.41%),30 (0.48),←,
26,"Dal Santo, Nick",21y 103d,62 (30-1-31 49.19%),26 (0.42),←,
25,"Fisher, Sam",22y 330d,18 (10-0-8 55.56%),2 (0.11),←,
9,"Gehrig, Fraser",29y 94d,201 (101-1-99 50.50%),367 (1.83),86 (38-0-48 44.19%),208 (2.42)
15,"Gram, Jason",21y 39d,7 (3-0-4 42.86%),,5 (2-0-3 40.00%),
35,"Harvey, Robert",33y 288d,307 (148-3-156 48.70%),176 (0.57),←,
7,"Hayes, Lenny",25y 142d,127 (49-2-76 39.37%),47 (0.37),←,
8,"Hudghton, Max",28y 276d,164 (68-2-94 42.07%),14 (0.09),←,
5,"Jones, Austinn",28y 250d,214 (94-2-118 44.39%),124 (0.58),←,
31,"Maguire, Matt",21y 6d,56 (27-0-29 48.21%),10 (0.18),←,
30,"McGough, Mark",20y 348d,44 (20-0-24 45.45%),13 (0.30),7 (2-0-5 28.57%),1 (0.14)
32,"McQualter, Andrew",18y 361d,3 (0-0-3 0.00%),1 (0.33),←,
44,"Milne, Stephen",25y 89d,84 (32-1-51 38.69%),178 (2.12),←,
1,"Peckett, Justin",32y 243d,225 (94-2-129 42.22%),42 (0.19),←,
17,"Powell, Stephen",28y 271d,119 (72-1-46 60.92%),91 (0.76),45 (26-0-19 57.78%),27 (0.60)
12,"Riewoldt, Nick",22y 231d,81 (35-1-45 43.83%),133 (1.64),←,
4,"Thompson, Andrew",32y 227d,182 (78-2-102 43.41%),90 (0.49),←,
13,"Voss, Brett",27y 103d,123 (55-2-66 45.53%),42 (0.34),88 (36-1-51 41.48%),31 (0.35)
Totals,Totals,25y 62d,2263 (1033-22-1208 45.65%),1445 (0.64),,
C,"Thomas, Grant",47y 111d,87 (39-1-47 45.40%),,←,
