Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 270d,100 (63-0-37 63.00%),151 (1.51),62 (45-0-17 72.58%),96 (1.55)
26,"Bell, Peter",24y 116d,116 (79-0-37 68.10%),113 (0.97),114 (79-0-35 69.30%),111 (0.97)
12,"Blakey, John",33y 337d,315 (171-0-144 54.29%),99 (0.31),180 (119-0-61 66.11%),61 (0.34)
22,"Burton, Matthew",30y 37d,84 (30-0-54 35.71%),39 (0.46),14 (8-0-6 57.14%),7 (0.50)
16,"Capuano, Mathew",24y 297d,76 (57-0-19 75.00%),21 (0.28),←,
18,"Carey, Wayne",29y 29d,221 (140-0-81 63.35%),609 (2.76),←,
23,"Clayton, Shane",21y 245d,59 (32-0-27 54.24%),19 (0.32),41 (30-0-11 73.17%),18 (0.44)
2,"Colbert, Leigh",25y 18d,109 (65-1-43 60.09%),54 (0.50),4 (3-0-1 75.00%),4 (1.00)
6,"Grant, Shannon",23y 67d,123 (79-1-43 64.63%),140 (1.14),65 (47-0-18 72.31%),102 (1.57)
29,"Harvey, Brent",22y 42d,80 (56-0-24 70.00%),92 (1.15),←,
34,"King, David",28y 110d,148 (100-0-48 67.57%),56 (0.38),←,
27,"Lange, Adam",21y 165d,19 (12-0-7 63.16%),16 (0.84),←,
35,"Makepeace, Troy",21y 111d,13 (9-0-4 69.23%),4 (0.31),←,
5,"McCartney, Jason",26y 103d,136 (78-0-58 57.35%),52 (0.38),61 (44-0-17 72.13%),4 (0.07)
31,"McKernan, Corey",26y 189d,153 (106-0-47 69.28%),180 (1.18),←,
44,"Motlop, Shannon",21y 312d,21 (15-0-6 71.43%),18 (0.86),←,
28,"Pickett, Byron",22y 319d,67 (48-0-19 71.64%),2 (0.03),←,
13,"Pike, Martin",27y 224d,136 (67-0-69 49.26%),59 (0.43),76 (55-0-21 72.37%),19 (0.25)
3,"Rawlings, Brady",19y 15d,19 (16-0-3 84.21%),6 (0.32),←,
7,"Simpson, Adam",24y 130d,106 (77-0-29 72.64%),37 (0.35),←,
25,"Spaull, John",22y 310d,4 (2-0-2 50.00%),3 (0.75),←,
10,"Stevens, Anthony",28y 359d,209 (131-0-78 62.68%),98 (0.47),←,
Totals,Totals,25y 24d,2314 (1433-2-879 61.93%),1868 (0.81),,
C,"Pagan, Denis",52y 275d,186 (124-0-62 66.67%),,←,
