Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",17y 349d,5 (3-0-2 60.00%),5 (1.00),←,
3,"Bartel, Jimmy",18y 145d,5 (3-0-2 60.00%),3 (0.60),←,
8,"Burns, Ronnie",29y 46d,120 (63-2-55 53.33%),227 (1.89),←,
42,"Chambers, Paul",19y 309d,2 (2-0-0 100.00%),,←,
14,"Clarke, David",21y 348d,62 (28-1-33 45.97%),38 (0.61),←,
11,"Corey, Joel",20y 70d,24 (11-0-13 45.83%),7 (0.29),←,
23,"Foster, Daniel",20y 67d,10 (3-1-6 35.00%),,←,
7,"Graham, Ben",28y 177d,157 (90-1-66 57.64%),78 (0.50),←,
2,"Harley, Tom",23y 284d,60 (30-1-29 50.83%),4 (0.07),59 (29-1-29 50.00%),3 (0.05)
13,"Kilpatrick, Glenn",29y 242d,137 (74-1-62 54.38%),35 (0.26),111 (60-1-50 54.50%),31 (0.28)
1,"King, Steven",23y 157d,107 (52-1-54 49.07%),52 (0.49),←,
18,"Kingsley, Kent",23y 214d,33 (21-0-12 63.64%),42 (1.27),21 (10-0-11 47.62%),32 (1.52)
45,"Ling, Cameron",21y 60d,28 (15-1-12 55.36%),16 (0.57),←,
24,"Lord, Aaron",26y 281d,130 (66-2-62 51.54%),164 (1.26),37 (26-1-10 71.62%),28 (0.76)
39,"Milburn, Darren",25y 13d,87 (40-0-47 45.98%),43 (0.49),←,
21,"Mooney, Cameron",22y 214d,33 (21-0-12 63.64%),18 (0.55),22 (11-0-11 50.00%),16 (0.73)
15,"Riccardi, Peter",29y 132d,204 (117-2-85 57.84%),206 (1.01),←,
33,"Rooke, Max",20y 130d,4 (3-0-1 75.00%),1 (0.25),←,
30,"Scarlett, Matthew",22y 327d,52 (28-0-24 53.85%),5 (0.10),←,
12,"Sholl, Brad",29y 169d,159 (87-2-70 55.35%),45 (0.28),157 (87-2-68 56.05%),45 (0.29)
19,"White, Mitchell",29y 31d,168 (97-2-69 58.33%),119 (0.71),17 (8-0-9 47.06%),16 (0.94)
40,"Wojcinski, David",21y 222d,22 (10-0-12 45.45%),3 (0.14),←,
Totals,Totals,23y 314d,1609 (864-17-728 53.70%),1111 (0.69),,
C,"Thompson, Mark",38y 160d,50 (24-1-25 49.00%),,←,
