Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
43,"Buckley, Dylan",25y 49d,40 (9-0-31 22.50%),16 (0.40),1 (0-0-1 0.00%),
3,"Coniglio, Stephen",24y 140d,102 (45-1-56 44.61%),46 (0.45),←,
35,"Corr, Aidan",23y 352d,66 (28-3-35 44.70%),1 (0.02),←,
1,"Davis, Phil",27y 247d,128 (59-3-66 47.27%),6 (0.05),110 (48-3-59 45.00%),5 (0.05)
24,"de Boer, Matt",28y 55d,160 (91-4-65 58.13%),61 (0.38),22 (13-3-6 65.91%),13 (0.59)
31,"Finlayson, Jeremy",22y 84d,8 (4-2-2 62.50%),2 (0.25),←,
32,"Griffen, Ryan",31y 281d,245 (123-2-120 50.61%),151 (0.62),43 (26-1-16 61.63%),21 (0.49)
19,"Haynes, Nick",25y 351d,88 (40-3-45 47.16%),8 (0.09),←,
27,"Himmelberg, Harry",21y 361d,23 (16-1-6 71.74%),13 (0.57),←,
2,"Hopper, Jacob",21y 87d,28 (18-1-9 66.07%),12 (0.43),←,
25,"Keeffe, Lachlan",28y 20d,41 (25-0-16 60.98%),7 (0.17),1 (0-0-1 0.00%),
17,"Langdon, Zac",22y 172d,4 (3-0-1 75.00%),4 (1.00),←,
38,"Lloyd, Daniel",26y 75d,14 (9-3-2 75.00%),10 (0.71),←,
12,"Patton, Jonathon",24y 349d,84 (40-3-41 49.40%),124 (1.48),←,
50,"Reid, Sam",28y 178d,50 (26-3-21 55.00%),20 (0.40),40 (20-3-17 53.75%),19 (0.47)
23,"Shaw, Heath",32y 158d,269 (163-5-101 61.52%),39 (0.14),96 (53-3-40 56.77%),2 (0.02)
5,"Shiel, Dylan",25y 56d,119 (50-3-66 43.28%),60 (0.50),←,
34,"Shipley, Nick",18y 313d,2 (1-0-1 50.00%),,←,
14,"Taranto, Tim",20y 96d,21 (14-1-6 69.05%),8 (0.38),←,
20,"Tomlinson, Adam",24y 267d,98 (36-3-59 38.27%),22 (0.22),←,
8,"Ward, Callan",28y 24d,199 (87-3-109 44.47%),100 (0.50),139 (55-3-81 40.65%),67 (0.48)
6,"Whitfield, Lachie",23y 290d,97 (42-3-52 44.85%),45 (0.46),←,
Totals,Totals,25y 99d,1886 (929-47-910 49.26%),755 (0.40),,
C,"Cameron, Leon",45y 244d,100 (53-3-44 54.50%),,←,
