Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",12,4,6,18,1,2.0,1.0,3.0,1.0,4.0,,2.0,2.0,1.0,,5.0,13.0,,3.0,3.0,,,91.0
24 ↓,"Bews, Jed",1,,6,7,,,,1.0,2.0,,,,,,,1.0,6.0,,,1.0,,,57.0
46,"Blicavs, Mark",4,5,8,12,,,11.0,5.0,2.0,,1.0,2.0,1.0,1.0,,1.0,12.0,,,2.0,,,78.0
22,"Duncan, Mitch",8,2,8,16,,,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,,8.0,7.0,,1.0,1.0,,,85.0
44,"Enright, Corey",13,1,6,19,,,,1.0,7.0,4.0,2.0,4.0,,,,6.0,12.0,,,6.0,,,91.0
29,"Guthrie, Cameron",9,3,14,23,,1.0,,5.0,1.0,3.0,5.0,1.0,,,,10.0,12.0,1.0,1.0,2.0,1.0,1.0,86.0
26,"Hawkins, Tom",12,10,5,17,4,,,,,4.0,,,1.0,,1.0,11.0,9.0,4.0,6.0,4.0,,3.0,91.0
33,"Horlin-Smith, George",10,4,12,22,2,,,4.0,2.0,2.0,1.0,2.0,,,,7.0,14.0,,,2.0,1.0,1.0,68.0
20,"Johnson, Steve",9,2,10,19,,1.0,,7.0,2.0,6.0,4.0,5.0,1.0,2.0,,10.0,10.0,,,3.0,1.0,,93.0
9,"Kelly, James",14,2,13,27,,1.0,,3.0,,6.0,2.0,6.0,2.0,1.0,,9.0,18.0,,,,,,81.0
13,"Lonergan, Tom",3,3,4,7,,1.0,,3.0,,1.0,,2.0,,,,1.0,6.0,,1.0,2.0,,1.0,91.0
4,"Mackie, Andrew",10,4,7,17,1,2.0,,4.0,,1.0,1.0,2.0,,,,8.0,9.0,1.0,1.0,5.0,,,92.0
17,"McIntosh, Hamish",5,,7,12,,,26.0,5.0,1.0,3.0,6.0,2.0,2.0,,,11.0,1.0,,,1.0,,,74.0
32,"Motlop, Steven",12,5,3,15,1,,,3.0,2.0,2.0,,3.0,,1.0,,2.0,13.0,,1.0,1.0,3.0,,80.0
21,"Murdoch, Jordan",8,1,3,11,2,,,3.0,1.0,1.0,,1.0,,,,4.0,6.0,,,,,,88.0
25,"Rivers, Jared",10,4,7,17,,,,4.0,2.0,3.0,,,1.0,,,7.0,11.0,,,6.0,,,95.0
14,"Selwood, Joel",7,2,11,18,1,,,6.0,1.0,3.0,10.0,,,,,13.0,7.0,1.0,1.0,2.0,,1.0,86.0
2,"Smedts, Billie",7,2,5,12,,,,,2.0,2.0,1.0,2.0,,1.0,,4.0,9.0,,,2.0,,,79.0
27,"Stokes, Mathew",12,6,10,22,3,1.0,,2.0,,3.0,5.0,,,,2.0,12.0,10.0,3.0,3.0,2.0,,3.0,85.0
12 ↑,"Stringer, Jesse",5,,2,7,,,,2.0,1.0,2.0,1.0,,,,,3.0,4.0,,,1.0,,,23.0
7,"Taylor, Harry",9,6,5,14,,,,2.0,3.0,,,,1.0,,,5.0,10.0,,,11.0,,,96.0
34,"Walker, Josh",4,2,5,9,1,,1.0,,,,,1.0,,,,3.0,5.0,,1.0,1.0,,3.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,68,157,341,16,11.0,40.0,65.0,31.0,53.0,41.0,37.0,11.0,8.0,3.0,141.0,204.0,10.0,19.0,58.0,6.0,13.0,
Opposition,Opposition,205,84,128,333,15,12.0,46.0,66.0,36.0,51.0,36.0,34.0,8.0,11.0,3.0,133.0,201.0,8.0,14.0,68.0,19.0,9.0,
