Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",19y 173d,9 (4-0-5 44.44%),8 (0.89),←,
18,"Cameron, Leon",24y 334d,127 (64-2-61 51.18%),54 (0.43),←,
12,"Cook, James",23y 207d,38 (22-0-16 57.89%),53 (1.39),13 (6-0-7 46.15%),18 (1.38)
26,"Cox, Simon",20y 189d,9 (1-0-8 11.11%),3 (0.33),←,
16,"Croft, Matthew",24y 157d,59 (31-2-26 54.24%),35 (0.59),←,
11,"Curley, Todd",24y 200d,26 (7-1-18 28.85%),23 (0.88),23 (5-1-17 23.91%),22 (0.96)
32,"Ellis, Craig",22y 59d,40 (18-0-22 45.00%),,←,
3,"Grant, Chris",24y 232d,161 (80-3-78 50.62%),303 (1.88),←,
9,"Hudson, Paul",27y 13d,151 (89-0-62 58.94%),286 (1.89),17 (9-0-8 52.94%),22 (1.29)
6,"Johnson, Brad",21y 15d,70 (29-2-39 42.86%),42 (0.60),←,
2,"Kolyniuk, Steven",27y 28d,136 (67-1-68 49.63%),140 (1.03),←,
39,"Liberatore, Tony",31y 172d,191 (98-3-90 52.09%),88 (0.46),←,
1,"Minton-Connell, Simon",28y 98d,104 (30-0-74 28.85%),295 (2.84),17 (10-0-7 58.82%),43 (2.53)
10,"Montgomery, Brett",24y 62d,10 (7-0-3 70.00%),10 (1.00),←,
36,"Romero, Jose",26y 1d,144 (72-1-71 50.35%),125 (0.87),55 (23-1-31 42.73%),27 (0.49)
5,"Smith, Rohan",24y 63d,93 (45-2-46 49.46%),59 (0.63),←,
8,"Southern, Daniel",22y 213d,60 (27-1-32 45.83%),10 (0.17),←,
25,"Watts, Jason",26y 4d,56 (23-1-32 41.96%),51 (0.91),←,
7,"West, Scott",22y 261d,96 (45-1-50 47.40%),39 (0.41),←,
24,"Wira, Brad",25y 139d,38 (14-1-23 38.16%),2 (0.05),37 (14-1-22 39.19%),2 (0.05)
15,"Wynd, Scott",27y 189d,164 (78-3-83 48.48%),26 (0.16),←,
Totals,Totals,24y 238d,1782 (851-24-907 47.76%),1652 (0.93),,
C,"Wallace, Terry",38y 232d,28 (13-0-15 46.43%),,←,
