Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",22,8,4,26,1,,,1.0,,,,,2.0,4.0,1.0,,,,,,,,
7,"Ayres, Gary",9,3,5,14,,,,4.0,,,,,3.0,,,,,,,,,,
29,"Baxter, Darren",7,5,5,12,,,,,,,,,2.0,2.0,,,,,,,,,
5,"Collins, Andrew",8,3,,8,,,,3.0,,,,,1.0,1.0,,,,,,,,,
3,"Condon, Anthony",10,6,5,15,1,,,1.0,,,,,3.0,1.0,,,,,,,,,
26,"Cooper, Paul",17,2,1,18,,,,1.0,,,,,3.0,,,,,,,,,,
9,"Crawford, Shane",6,2,4,10,,,,3.0,,,,,1.0,1.0,,,,,,,,,
14,"Dear, Greg",5,5,6,11,,,11.0,,,,,,2.0,1.0,,,,,,,,,
13,"Dear, Paul",6,2,3,9,,1.0,2.0,3.0,,,,,1.0,4.0,,,,,,,,,
19,"Dunstall, Jason",11,8,1,12,9,1.0,,1.0,,,,,3.0,1.0,3.0,,,,,,,,
16,"Gowers, Andrew",6,5,4,10,1,,,1.0,,,,,,,,,,,,,,,
34,"Graham, Mark",,,,,,,,,,,,,,,,,,,,,,,
6,"Hall, Tony",7,5,5,12,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Hudson, Paul",10,5,4,14,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
11,"Jarman, Darren",23,8,2,25,1,1.0,,3.0,,,,,1.0,3.0,2.0,,,,,,,,
1,"Jencke, Ray",3,1,3,6,,,,,,,,,1.0,3.0,,,,,,,,,
24,"Langford, Chris",12,4,5,17,,,,3.0,,,,,2.0,3.0,,,,,,,,,
20,"Maginness, Scott",5,2,3,8,,,,2.0,,,,,2.0,2.0,,,,,,,,,
44,"Platten, John",18,6,3,21,,2.0,,1.0,,,,,1.0,,,,,,,,,,
18,"Pritchard, Darrin",13,10,6,19,1,2.0,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,90,69,267,16,9.0,13.0,30.0,,,,,30.0,29.0,6.0,,,,,,,,
Opposition,Opposition,181,48,103,284,12,16.0,30.0,35.0,,,,,29.0,30.0,,,,,,,,,
