Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",17,4,7,24,1,1.0,,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,11.0,14.0,1.0,1.0,,1.0,,
30,"Brown, Leigh",3,1,2,5,,,2.0,2.0,,1.0,,,,,,2.0,3.0,,,,,,
9,"Carr, Matthew",9,3,10,19,,,,1.0,1.0,,1.0,1.0,2.0,1.0,,11.0,8.0,,,2.0,,,
10,"Cook, Troy",11,3,8,19,,2.0,,6.0,1.0,1.0,1.0,1.0,,,,5.0,13.0,,1.0,4.0,,,
24,"Croad, Trent",11,3,,11,3,,2.0,2.0,,5.0,1.0,2.0,2.0,1.0,,7.0,5.0,1.0,1.0,2.0,,,
38,"Cunningham, Ben",7,4,5,12,,,,,1.0,5.0,2.0,2.0,,1.0,,3.0,10.0,,,3.0,,,
7,"Farmer, Jeff",7,5,1,8,3,3.0,,2.0,,1.0,1.0,3.0,,3.0,,8.0,,5.0,5.0,1.0,,,
14,"Grover, Antoni",4,1,1,5,,,,1.0,2.0,,,,,,,1.0,5.0,,,,,,
4,"Hasleby, Paul",15,4,12,27,,,,,,7.0,5.0,4.0,3.0,1.0,,13.0,17.0,1.0,,,,,
43,"Hayden, Roger",7,2,6,13,,,,,2.0,1.0,2.0,1.0,,1.0,,5.0,8.0,,,3.0,1.0,,
28,"Koops, Steven",15,7,4,19,1,,1.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,7.0,13.0,1.0,1.0,,,,
20,"Longmuir, Justin",13,13,6,19,3,1.0,1.0,,,3.0,,1.0,1.0,,,9.0,10.0,4.0,5.0,2.0,,,
8,"McManus, Shaun",9,4,8,17,,1.0,,2.0,1.0,4.0,1.0,5.0,,3.0,,6.0,8.0,,,3.0,,,
15,"McPharlin, Luke",7,5,4,11,,1.0,,1.0,2.0,,,2.0,1.0,1.0,,2.0,8.0,1.0,1.0,5.0,,,
34,"Medhurst, Paul",13,8,3,16,3,,,,,4.0,,3.0,2.0,1.0,,4.0,11.0,1.0,3.0,2.0,,,
25,"Norrish, Jason",6,4,7,13,,,,2.0,1.0,,1.0,,,,,4.0,8.0,,,2.0,,,
23,"Parker, Shane",5,2,5,10,,,,1.0,3.0,2.0,,,,,,4.0,6.0,,,4.0,,,
29,"Pavlich, Matthew",16,5,3,19,,,,1.0,6.0,2.0,,3.0,,2.0,,4.0,9.0,1.0,,5.0,2.0,,
35,"Siegert, Andrew",8,3,4,12,,,,,2.0,2.0,,2.0,1.0,1.0,,5.0,8.0,,,3.0,,,
2,"Simmonds, Troy",13,10,5,18,,,24.0,1.0,3.0,,1.0,5.0,1.0,4.0,3.0,6.0,13.0,,,,2.0,,
19,"Walker, James",5,2,6,11,,,,4.0,3.0,,3.0,1.0,1.0,,,4.0,7.0,,,2.0,,,
6,"Woods, Dion",5,3,8,13,,1.0,,6.0,,2.0,1.0,,,,,4.0,9.0,1.0,,4.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,96,115,321,14,12.0,30.0,37.0,31.0,45.0,25.0,42.0,21.0,24.0,6.0,125.0,193.0,17.0,18.0,47.0,6.0,,
Opposition,Opposition,191,71,87,278,4,11.0,25.0,42.0,26.0,42.0,36.0,38.0,24.0,21.0,,112.0,153.0,4.0,5.0,24.0,1.0,,
