Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
24,"Adams, Marcus",26y 48d,34 (21-0-13 61.76%),4 (0.12),7 (7-0-0 100.00%),
31,"Andrews, Harris",22y 249d,94 (27-0-67 28.72%),9 (0.10),←,
43,"Answerth, Noah",20y 11d,16 (13-0-3 81.25%),2 (0.13),←,
33,"Bailey, Zac",19y 328d,24 (13-0-11 54.17%),11 (0.46),←,
7,"Berry, Jarrod",21y 193d,54 (22-0-32 40.74%),26 (0.48),←,
23,"Cameron, Charlie",25y 43d,105 (64-1-40 61.43%),156 (1.49),32 (17-0-15 53.13%),69 (2.16)
3,"Christensen, Allen",28y 90d,131 (68-0-63 51.91%),111 (0.85),66 (19-0-47 28.79%),55 (0.83)
27,"Gardiner, Darcy",23y 329d,103 (36-0-67 34.95%),5 (0.05),←,
30,"Hipwood, Eric",21y 338d,72 (27-0-45 37.50%),109 (1.51),←,
2,"Hodge, Luke",35y 63d,343 (198-2-143 58.02%),194 (0.57),38 (18-0-20 47.37%),1 (0.03)
17,"Lyons, Jarryd",27y 26d,113 (60-0-53 53.10%),62 (0.55),21 (16-0-5 76.19%),13 (0.62)
12,"Martin, Stefan",32y 273d,179 (53-1-125 29.89%),45 (0.25),122 (39-0-83 31.97%),22 (0.18)
11,"McCarthy, Lincoln",25y 299d,50 (39-0-11 78.00%),45 (0.90),21 (16-0-5 76.19%),20 (0.95)
6,"McCluggage, Hugh",21y 167d,60 (24-0-36 40.00%),39 (0.65),←,
46,"McInerney, Oscar",25y 38d,34 (18-0-16 52.94%),23 (0.68),←,
25,"McStay, Daniel",24y 54d,100 (34-0-66 34.00%),72 (0.72),←,
9,"Neale, Lachie",26y 85d,156 (81-0-75 51.92%),77 (0.49),21 (16-0-5 76.19%),10 (0.48)
16,"Rayner, Cam",19y 300d,43 (21-0-22 48.84%),38 (0.88),←,
10,"Rich, Daniel",29y 71d,204 (73-1-130 36.03%),106 (0.52),←,
5,"Robinson, Mitch",30y 71d,189 (80-1-108 42.59%),107 (0.57),89 (29-0-60 32.58%),49 (0.55)
29,"Witherden, Alex",20y 341d,50 (22-0-28 44.00%),5 (0.10),←,
15,"Zorko, Dayne",30y 189d,165 (58-0-107 35.15%),181 (1.10),←,
Totals,Totals,25y 131d,2319 (1052-6-1261 45.36%),1427 (0.62),,
C,"Fagan, Chris",58y 55d,65 (26-0-39 40.00%),,←,
