Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",21y 153d,37 (19-1-17 52.70%),35 (0.95),←,
9,"Crawford, Shane",22y 307d,86 (46-1-39 54.07%),70 (0.81),←,
35,"Gibson, Shannon",21y 248d,25 (11-1-13 46.00%),18 (0.72),←,
34,"Graham, Mark",24y 122d,77 (36-1-40 47.40%),21 (0.27),←,
5,"Harford, Daniel",20y 116d,48 (22-0-26 45.83%),23 (0.48),←,
13,"Hassall, Jon",23y 333d,61 (26-2-33 44.26%),13 (0.21),11 (7-0-4 63.64%),1 (0.09)
11,"Kappler, Darren",32y 171d,171 (58-1-112 34.21%),144 (0.84),25 (13-1-11 54.00%),19 (0.76)
14,"Krummel, Brendan",25y 19d,35 (20-0-15 57.14%),19 (0.54),25 (14-0-11 56.00%),16 (0.64)
24,"Langford, Chris",34y 192d,298 (205-2-91 69.13%),32 (0.11),←,
12,"Lawrence, Stephen",28y 82d,135 (80-0-55 59.26%),29 (0.21),←,
37,"Lekkas, Angelo",21y 14d,18 (9-0-9 50.00%),1 (0.06),←,
15,"Lord, Aaron",21y 357d,47 (31-1-15 67.02%),34 (0.72),15 (8-0-7 53.33%),15 (1.00)
7,"McCabe, Luke",20y 337d,26 (14-0-12 53.85%),3 (0.12),←,
44,"Platten, John",34y 118d,251 (165-1-85 65.94%),226 (0.90),←,
20,"Rawlings, Jade",19y 277d,3 (0-0-3 0.00%),2 (0.67),←,
10,"Robran, Jonathon",24y 265d,32 (16-0-16 50.00%),1 (0.03),←,
4,"Salmon, Paul",32y 174d,242 (139-3-100 58.06%),520 (2.15),33 (16-1-16 50.00%),11 (0.33)
28,"Scott, Brad",21y 71d,15 (8-0-7 53.33%),4 (0.27),←,
6,"Taylor, Richard",23y 364d,46 (23-1-22 51.09%),20 (0.43),←,
8,"Treleven, Craig",27y 29d,36 (18-1-17 51.39%),10 (0.28),←,
30,"Woods, Tony",28y 11d,86 (39-1-46 45.93%),22 (0.26),55 (23-1-31 42.73%),12 (0.22)
Totals,Totals,25y 92d,1775 (985-17-773 55.49%),1247 (0.70),,
C,"Judge, Ken",39y 179d,38 (19-1-18 51.32%),,←,
