Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Burns, Ronnie",6,1,7,13,1,1.0,,1.0,,1.0,3.0,3.0,,1.0,,6.0,3.0,,,3.0,,,
35,"Chapman, Paul",8,3,6,14,,2.0,,3.0,,3.0,1.0,1.0,1.0,1.0,,7.0,7.0,1.0,1.0,,,,
14,"Clarke, David",6,4,6,12,1,,,4.0,,3.0,1.0,1.0,1.0,1.0,,4.0,9.0,,,,,,
11,"Corey, Joel",10,4,9,19,,1.0,,2.0,,2.0,3.0,3.0,2.0,,,11.0,9.0,,1.0,2.0,,,
44,"Enright, Corey",11,1,7,18,,,,,2.0,5.0,4.0,1.0,1.0,1.0,,7.0,11.0,,,1.0,,,
16,"Gardiner, Charlie",4,1,4,8,,,,,,2.0,1.0,,,,,2.0,6.0,1.0,,2.0,,,
7,"Graham, Ben",9,4,4,13,,,,2.0,4.0,1.0,1.0,4.0,,3.0,,6.0,7.0,1.0,,5.0,,,
25,"Grgic, Brent",4,2,2,6,,,,,,4.0,,3.0,,1.0,,2.0,4.0,,,,,,
2,"Harley, Tom",7,4,3,10,,,,1.0,3.0,,,2.0,1.0,,,5.0,6.0,2.0,,8.0,,,
9,"Kelly, James",4,1,10,14,1,,,6.0,2.0,2.0,5.0,,1.0,,,6.0,8.0,,,2.0,1.0,,
13,"Kilpatrick, Glenn",2,,3,5,,,,,,1.0,1.0,1.0,,1.0,,3.0,3.0,,,1.0,,,
1,"King, Steven",11,4,4,15,,,28.0,1.0,2.0,5.0,3.0,,2.0,,,9.0,7.0,3.0,,,,,
18,"Kingsley, Kent",10,8,1,11,4,2.0,,2.0,,2.0,,2.0,1.0,,,4.0,7.0,3.0,6.0,,,,
45,"Ling, Cameron",16,6,12,28,,1.0,,2.0,2.0,8.0,3.0,3.0,2.0,1.0,3.0,9.0,19.0,2.0,,2.0,,,
24,"Lord, Aaron",5,1,4,9,3,,,1.0,,1.0,,,1.0,,,3.0,6.0,,1.0,1.0,,,
39,"Milburn, Darren",7,5,9,16,,,,,4.0,1.0,1.0,4.0,1.0,4.0,,6.0,11.0,,,2.0,1.0,,
15,"Riccardi, Peter",16,5,4,20,4,1.0,,1.0,1.0,6.0,4.0,4.0,,1.0,2.0,6.0,12.0,,2.0,1.0,1.0,,
33,"Rooke, Max",6,5,6,12,,,,2.0,3.0,2.0,3.0,1.0,,,,3.0,8.0,,,2.0,,,
30,"Scarlett, Matthew",12,5,4,16,,,,,5.0,,1.0,3.0,1.0,1.0,,7.0,9.0,,,1.0,1.0,,
12,"Sholl, Brad",12,4,7,19,1,,,2.0,3.0,4.0,1.0,2.0,2.0,1.0,,2.0,17.0,,,1.0,1.0,,
36,"Street, Peter",1,,7,8,,,13.0,1.0,,,1.0,2.0,2.0,1.0,,4.0,3.0,,,4.0,,,
40,"Wojcinski, David",4,,7,11,,,,2.0,1.0,,4.0,1.0,2.0,1.0,,6.0,5.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,68,126,297,15,10.0,41.0,33.0,32.0,53.0,41.0,41.0,21.0,19.0,5.0,118.0,177.0,13.0,11.0,39.0,5.0,,
Opposition,Opposition,179,81,95,274,14,12.0,30.0,43.0,35.0,48.0,40.0,44.0,19.0,21.0,1.0,118.0,157.0,15.0,18.0,49.0,7.0,,
