North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Ahern, Paul",21y 354d,7 (3-0-4 42.86%),3 (0.43),←,
3,"Anderson, Jed",24y 169d,41 (22-0-19 53.66%),15 (0.37),31 (15-0-16 48.39%),11 (0.35)
18,"Atley, Shaun",25y 311d,171 (88-0-83 51.46%),38 (0.22),←,
50,"Brown, Ben",25y 243d,94 (51-0-43 54.26%),206 (2.19),←,
13,"Clarke, Ryan",21y 34d,35 (14-0-21 40.00%),8 (0.23),←,
10,"Cunnington, Ben",27y 21d,182 (95-0-87 52.20%),76 (0.42),←,
9,"Davies-Uniacke, Luke",19y 43d,7 (2-0-5 28.57%),1 (0.14),←,
1,"Daw, Majak",27y 132d,45 (17-0-28 37.78%),39 (0.87),←,
14,"Dumont, Trent",23y 21d,56 (20-0-36 35.71%),19 (0.34),←,
22,"Goldstein, Todd",30y 20d,207 (106-1-100 51.45%),109 (0.53),←,
4,"Higgins, Shaun",30y 139d,199 (95-1-103 47.99%),206 (1.04),70 (37-0-33 52.86%),78 (1.11)
8,"Hrovat, Nathan",24y 44d,60 (23-0-37 38.33%),32 (0.53),30 (9-0-21 30.00%),18 (0.60)
34,"Macmillan, Jamie",26y 301d,134 (70-0-64 52.24%),45 (0.34),←,
11,"McDonald, Luke",23y 162d,91 (48-0-43 52.75%),15 (0.16),←,
21,"Morgan, Alex",22y 174d,2 (0-0-2 0.00%),,←,
12,"Simpkin, Jy",20y 138d,30 (12-0-18 40.00%),17 (0.57),←,
25,"Tarrant, Robbie",29y 87d,121 (59-0-62 48.76%),43 (0.36),←,
16,"Thompson, Scott",32y 73d,217 (105-2-110 48.85%),7 (0.03),←,
28,"Turner, Kayne",22y 202d,53 (28-0-25 52.83%),38 (0.72),←,
2,"Williams, Marley",24y 364d,98 (49-0-49 50.00%),10 (0.10),30 (13-0-17 43.33%),4 (0.13)
19,"Wright, Sam",28y 6d,127 (72-0-55 56.69%),58 (0.46),←,
7,"Ziebell, Jack",27y 143d,183 (89-0-94 48.63%),129 (0.70),←,
Totals,Totals,25y 128d,2160 (1068-4-1088 49.44%),1114 (0.52),,
C,"Scott, Brad",42y 79d,196 (100-0-96 51.02%),,←,
