Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",19.0,6.0,12.0,31.0,,,,6.0,3.0,4.0,10.0,6.0,2.0,,,15.0,16.0,1.0,,1.0,1.0,,74.0
8,"Bianco, Trent",11.0,5.0,6.0,17.0,,,,,,2.0,,4.0,1.0,,,3.0,14.0,,,1.0,,,80.0
14,"Cameron, Darcy",9.0,9.0,5.0,14.0,1.0,1.0,4.0,,1.0,2.0,1.0,5.0,,3.0,,5.0,8.0,3.0,2.0,2.0,,,75.0
25,"Crisp, Jack",9.0,4.0,10.0,19.0,,,,2.0,3.0,2.0,4.0,2.0,1.0,2.0,,9.0,12.0,,,,1.0,1.0,86.0
7,"Daicos, Josh",11.0,3.0,6.0,17.0,1.0,2.0,,4.0,2.0,1.0,2.0,3.0,2.0,,,7.0,10.0,,,,,,80.0
2,"de Goey, Jordan",16.0,8.0,7.0,23.0,1.0,1.0,,4.0,2.0,6.0,2.0,4.0,,,,4.0,18.0,1.0,1.0,3.0,,1.0,85.0
5,"Elliott, Jamie",15.0,8.0,3.0,18.0,4.0,1.0,,4.0,,5.0,1.0,5.0,1.0,2.0,,7.0,10.0,1.0,3.0,3.0,1.0,,81.0
33,"Ginnivan, Jack",10.0,5.0,2.0,12.0,,2.0,,1.0,,4.0,1.0,4.0,2.0,2.0,,5.0,10.0,,2.0,3.0,,1.0,74.0
4,"Grundy, Brodie",3.0,1.0,8.0,11.0,,,23.0,3.0,,2.0,3.0,4.0,1.0,1.0,,6.0,6.0,,,3.0,,,79.0
35 ↓,"Henry, Oliver",3.0,2.0,2.0,5.0,,1.0,,1.0,,1.0,,2.0,,,,2.0,3.0,,1.0,,,1.0,54.0
32,"Hoskin-Elliott, Will",4.0,5.0,5.0,9.0,1.0,,,1.0,,1.0,,2.0,,,,2.0,8.0,,1.0,1.0,,1.0,91.0
38,"Howe, Jeremy",12.0,4.0,8.0,20.0,,,,2.0,4.0,,,5.0,1.0,,,4.0,12.0,,,3.0,,,84.0
44,"Madgen, Jack",10.0,8.0,7.0,17.0,,,,1.0,4.0,1.0,,,1.0,,,7.0,10.0,2.0,,4.0,,,87.0
37,"Maynard, Brayden",9.0,2.0,4.0,13.0,,,,2.0,3.0,4.0,1.0,5.0,,3.0,,4.0,10.0,,,1.0,,,86.0
16,"Mayne, Chris",6.0,5.0,17.0,23.0,,,,3.0,2.0,1.0,,1.0,,1.0,,10.0,14.0,,,1.0,,1.0,96.0
31 ↑,"McCreery, Beau",,,,,,,,,,,,1.0,,1.0,,,,,,,,,27.0
28,"Murphy, Nathan",9.0,4.0,5.0,14.0,,1.0,,,4.0,1.0,,4.0,,2.0,,4.0,11.0,,1.0,,,,78.0
9,"Noble, John",11.0,6.0,7.0,18.0,,,,1.0,4.0,,,4.0,,,,3.0,15.0,,,2.0,,,83.0
1,"Rantall, Jay",3.0,5.0,5.0,8.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,8.0,,,,,,75.0
23,"Roughead, Jordan",9.0,7.0,2.0,11.0,,,,,2.0,1.0,,1.0,,,,2.0,9.0,1.0,,6.0,,,89.0
22,"Sidebottom, Steele",12.0,8.0,10.0,22.0,,,,1.0,,3.0,3.0,3.0,,1.0,,5.0,19.0,,,2.0,1.0,,80.0
24,"Thomas, Josh",9.0,5.0,7.0,16.0,1.0,1.0,,2.0,1.0,3.0,1.0,1.0,2.0,,,6.0,11.0,,1.0,,,,76.0
12,"Wilson, Tom",6.0,1.0,6.0,12.0,,,,1.0,1.0,,1.0,2.0,,1.0,,5.0,8.0,1.0,1.0,2.0,,,80.0
Totals,Totals,206.0,111.0,144.0,350.0,9.0,10.0,27.0,40.0,37.0,45.0,30.0,69.0,14.0,20.0,,116.0,242.0,10.0,13.0,38.0,4.0,6.0,
Opposition,Opposition,233.0,121.0,158.0,391.0,16.0,6.0,24.0,45.0,36.0,54.0,26.0,51.0,20.0,14.0,6.0,112.0,276.0,14.0,17.0,40.0,10.0,13.0,
