Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 2d,253 (153-0-100 60.47%),131 (0.52),←,
16,"Brown, Leigh",23y 31d,107 (41-1-65 38.79%),45 (0.42),44 (22-1-21 51.14%),25 (0.57)
2,"Colbert, Leigh",29y 292d,189 (107-2-80 57.14%),64 (0.34),84 (45-1-38 54.17%),14 (0.17)
24,"Firrito, Michael",21y 119d,19 (10-0-9 52.63%),5 (0.26),←,
6,"Grant, Shannon",27y 341d,215 (123-2-90 57.67%),233 (1.08),157 (91-1-65 58.28%),195 (1.24)
31,"Hale, David",20y 308d,15 (5-0-10 33.33%),5 (0.33),←,
39,"Harding, Leigh",23y 334d,55 (29-1-25 53.64%),83 (1.51),←,
4,"Harris, Daniel",22y 320d,48 (24-1-23 51.04%),17 (0.35),←,
29,"Harvey, Brent",26y 316d,172 (101-1-70 59.01%),207 (1.20),←,
21,"Jones, Corey",24y 28d,59 (27-0-32 45.76%),61 (1.03),←,
35,"Makepeace, Troy",26y 20d,105 (54-1-50 51.90%),27 (0.26),←,
20,"Petrie, Drew",22y 162d,64 (30-1-33 47.66%),59 (0.92),←,
25,"Picioane, Lance",24y 292d,63 (31-0-32 49.21%),26 (0.41),1 (1-0-0 100.00%),
30,"Pratt, Daniel",22y 5d,4 (2-0-2 50.00%),1 (0.25),1 (1-0-0 100.00%),
3,"Rawlings, Brady",23y 289d,92 (51-0-41 55.43%),40 (0.43),←,
26,"Rocca, Saverio",31y 126d,229 (106-3-120 46.94%),689 (3.01),73 (36-1-36 50.00%),175 (2.40)
7,"Simpson, Adam",29y 38d,203 (124-1-78 61.33%),65 (0.32),←,
9,"Sinclair, Jess",26y 212d,121 (44-1-76 36.78%),57 (0.47),71 (31-1-39 44.37%),31 (0.44)
12,"Stevens, Michael",24y 139d,42 (21-0-21 50.00%),10 (0.24),25 (13-0-12 52.00%),7 (0.28)
23,"Thompson, Nathan",27y 40d,120 (56-1-63 47.08%),193 (1.61),1 (1-0-0 100.00%),1 (1.00)
36,"Watt, Shannon",24y 120d,70 (35-1-34 50.71%),4 (0.06),←,
8,"Wells, Daniel",20y 51d,41 (21-1-19 52.44%),25 (0.61),←,
Totals,Totals,25y 80d,2286 (1195-18-1073 52.27%),2047 (0.90),,
C,"Laidley, Dani",37y 364d,45 (22-1-22 50.00%),,←,
